x_mm,y_mm,z_mm
19.57,95.02,105.44
19.59,94.34,105.49
19.62,93.66,105.53
19.64,92.99,105.56
19.66,92.31,105.6
19.68,91.63,105.63
19.7,90.95,105.66
19.72,90.27,105.69
19.74,89.59,105.72
19.75,88.91,105.75
19.77,88.23,105.77
19.78,87.54,105.79
19.79,86.86,105.81
19.81,86.18,105.83
19.82,85.49,105.85
19.82,84.8,105.86
19.83,84.12,105.88
19.84,83.43,105.89
19.85,82.75,105.91
19.86,82.06,105.92
19.87,81.38,105.93
19.87,80.69,105.93
19.86,80.0,105.92
18.45,155.87,35.0
18.45,155.86,35.67
18.44,155.86,36.33
18.44,155.86,37.0
18.44,155.85,37.66
18.43,155.85,38.33
18.43,155.85,38.99
18.42,155.84,39.66
18.41,155.84,40.32
18.41,155.83,40.98
18.4,155.82,41.65
18.39,155.8,42.31
18.38,155.79,42.97
18.36,155.77,43.63
18.35,155.75,44.29
18.34,155.73,44.96
18.33,155.72,45.62
18.32,155.7,46.28
18.3,155.67,46.94
18.28,155.64,47.59
18.26,155.61,48.25
18.24,155.58,48.91
18.23,155.55,49.56
18.21,155.52,50.22
18.19,155.49,50.87
18.16,155.45,51.52
18.14,155.42,52.18
18.12,155.38,52.83
18.1,155.34,53.48
18.07,155.3,54.13
18.05,155.27,54.77
18.02,155.23,55.42
18.0,155.19,56.07
17.97,155.14,56.71
17.94,155.1,57.35
17.91,155.05,58.0
17.88,155.01,58.64
17.85,154.96,59.28
17.83,154.92,59.92
17.8,154.87,60.56
17.77,154.82,61.19
17.73,154.76,61.83
17.7,154.71,62.46
17.67,154.65,63.09
17.64,154.6,63.72
17.61,154.55,64.36
17.58,154.49,64.99
17.55,154.43,65.62
17.51,154.37,66.24
17.48,154.31,66.87
17.45,154.24,67.5
17.42,154.18,68.12
17.39,154.12,68.75
17.36,154.05,69.37
17.33,153.99,70.0
17.3,153.92,70.62
17.27,153.84,71.24
17.24,153.77,71.86
17.22,153.7,72.48
17.19,153.63,73.1
17.16,153.55,73.72
17.14,153.47,74.34
17.11,153.38,74.96
17.09,153.31,75.59
17.07,153.23,76.21
17.06,153.14,76.84
17.03,153.03,77.45
17.01,152.93,78.07
16.99,152.83,78.69
16.99,152.73,79.32
16.99,152.62,79.95
16.99,152.52,80.58
16.97,152.38,81.19
16.96,152.22,81.81
16.96,152.09,82.44
16.97,151.95,83.08
16.99,151.81,83.71
17.02,151.65,84.35
17.03,151.47,84.98
17.03,151.27,85.59
17.06,151.07,86.21
17.1,150.87,86.85
17.15,150.66,87.49
17.19,150.45,88.12
17.23,150.24,88.75
17.28,149.98,89.37
17.33,149.72,89.99
17.38,149.46,90.6
17.43,149.19,91.21
17.51,148.89,91.81
17.59,148.6,92.42
17.66,148.31,93.03
17.73,148.0,93.63
17.81,147.67,94.21
17.91,147.33,94.77
18.01,146.96,95.33
18.09,146.58,95.86
18.14,146.15,96.36
18.14,145.64,96.78
18.13,145.09,97.13
18.12,144.51,97.45
18.11,143.92,97.77
18.09,143.33,98.09
18.08,142.74,98.38
18.08,142.14,98.65
18.08,141.53,98.91
18.07,140.91,99.17
18.06,140.3,99.43
18.07,139.69,99.66
18.08,139.09,99.9
18.08,138.47,100.12
18.09,137.85,100.35
18.1,137.23,100.55
18.11,136.61,100.74
18.13,135.99,100.93
18.14,135.37,101.13
18.16,134.76,101.3
18.19,134.14,101.47
18.21,133.52,101.64
18.23,132.89,101.8
18.26,132.28,101.95
18.29,131.66,102.09
18.32,131.04,102.24
18.35,130.42,102.38
18.39,129.8,102.51
18.42,129.18,102.64
18.46,128.56,102.77
18.49,127.93,102.9
18.53,127.31,103.02
18.57,126.69,103.14
18.61,126.07,103.26
18.65,125.44,103.37
18.69,124.82,103.48
18.73,124.19,103.59
18.78,123.57,103.7
18.82,122.94,103.8
18.86,122.31,103.9
18.9,121.68,104.0
18.95,121.05,104.1
18.99,120.42,104.19
19.04,119.78,104.29
19.08,119.15,104.38
19.13,118.52,104.48
19.17,117.88,104.56
19.22,117.24,104.65
19.26,116.6,104.74
19.31,115.96,104.82
19.35,115.32,104.91
19.4,114.67,105.0
19.44,114.03,105.08
19.48,113.38,105.16
19.53,112.73,105.24
19.57,112.08,105.32
19.61,111.43,105.4
19.66,110.78,105.48
19.7,110.12,105.55
19.74,109.46,105.63
19.78,108.8,105.7
19.82,108.15,105.78
19.86,107.48,105.85
19.9,106.82,105.92
19.94,106.15,105.99
19.98,105.49,106.05
20.01,104.82,106.1
20.06,104.14,106.16
20.11,103.47,106.22
20.15,102.79,106.27
20.19,102.12,106.33
20.24,101.44,106.38
20.28,100.76,106.43
20.32,100.08,106.48
20.36,99.41,106.53
20.4,98.72,106.57
20.44,98.04,106.62
20.47,97.35,106.66
20.51,96.67,106.7
20.54,95.98,106.74
20.57,95.3,106.78
20.6,94.61,106.81
20.63,93.92,106.85
20.66,93.23,106.88
20.69,92.54,106.91
20.72,91.85,106.94
20.74,91.15,106.97
20.77,90.46,107.0
20.79,89.77,107.02
20.81,89.07,107.04
20.83,88.37,107.06
20.84,87.68,107.08
20.86,86.98,107.1
20.87,86.29,107.12
20.89,85.59,107.13
20.9,84.89,107.14
20.91,84.19,107.16
20.92,83.5,107.17
20.94,82.8,107.19
20.95,82.1,107.2
20.95,81.4,107.21
20.95,80.7,107.2
20.95,80.0,107.2
19.39,157.35,35.0
19.39,157.35,35.68
19.38,157.35,36.36
19.38,157.35,37.04
19.38,157.34,37.72
19.37,157.34,38.4
19.37,157.34,39.08
19.36,157.33,39.76
19.35,157.33,40.43
19.35,157.32,41.11
19.34,157.3,41.79
19.33,157.29,42.47
19.32,157.27,43.14
19.3,157.25,43.82
19.29,157.24,44.5
19.28,157.22,45.17
19.27,157.2,45.85
19.25,157.18,46.52
19.24,157.16,47.19
19.22,157.13,47.87
19.2,157.1,48.54
19.18,157.06,49.21
19.16,157.03,49.88
19.14,157.0,50.55
19.12,156.96,51.22
19.1,156.93,51.88
19.08,156.89,52.55
19.05,156.86,53.21
19.03,156.82,53.88
19.0,156.78,54.54
18.98,156.74,55.2
18.95,156.7,55.86
18.92,156.66,56.53
18.9,156.61,57.18
18.87,156.57,57.84
18.84,156.52,58.5
18.81,156.48,59.15
18.78,156.43,59.81
18.75,156.38,60.46
18.72,156.34,61.11
18.69,156.28,61.76
18.65,156.23,62.41
18.62,156.17,63.06
18.59,156.12,63.7
18.55,156.06,64.34
18.53,156.01,64.99
18.49,155.96,65.64
18.46,155.89,66.28
18.43,155.83,66.92
18.39,155.77,67.56
18.36,155.7,68.2
18.33,155.64,68.83
18.3,155.58,69.47
18.27,155.51,70.11
18.23,155.44,70.75
18.2,155.37,71.38
18.17,155.3,72.01
18.14,155.22,72.65
18.12,155.15,73.29
18.09,155.08,73.92
18.06,155.0,74.55
18.03,154.91,75.19
18.01,154.83,75.82
17.98,154.75,76.45
17.97,154.67,77.09
17.95,154.58,77.73
17.92,154.47,78.35
17.9,154.37,78.99
17.88,154.27,79.62
17.88,154.17,80.26
17.87,154.06,80.91
17.86,153.96,81.55
17.85,153.82,82.17
17.83,153.66,82.8
17.84,153.52,83.45
17.85,153.39,84.09
17.86,153.24,84.74
17.89,153.08,85.39
17.9,152.89,86.03
17.9,152.69,86.66
17.93,152.49,87.29
17.97,152.29,87.94
18.01,152.08,88.59
18.05,151.87,89.24
18.09,151.64,89.88
18.14,151.38,90.51
18.19,151.12,91.14
18.24,150.85,91.77
18.29,150.58,92.4
18.36,150.28,93.01
18.44,149.98,93.63
18.52,149.68,94.25
18.59,149.37,94.87
18.67,149.04,95.46
18.77,148.68,96.03
18.87,148.31,96.59
18.95,147.92,97.14
19.0,147.48,97.65
19.0,146.96,98.08
18.99,146.39,98.43
18.98,145.8,98.76
18.97,145.21,99.09
18.95,144.6,99.41
18.94,144.0,99.71
18.94,143.38,99.98
18.94,142.76,100.25
18.93,142.13,100.51
18.92,141.51,100.77
18.93,140.89,101.01
18.94,140.27,101.25
18.94,139.64,101.48
18.94,139.0,101.71
18.95,138.37,101.91
18.97,137.74,102.11
18.98,137.11,102.31
19.0,136.48,102.5
19.02,135.85,102.68
19.04,135.22,102.85
19.06,134.58,103.02
19.09,133.95,103.18
19.12,133.32,103.33
19.15,132.69,103.48
19.18,132.06,103.63
19.21,131.42,103.77
19.24,130.79,103.91
19.28,130.15,104.04
19.32,129.52,104.17
19.35,128.89,104.3
19.39,128.25,104.42
19.43,127.62,104.54
19.47,126.98,104.65
19.51,126.34,104.77
19.55,125.71,104.88
19.6,125.07,104.99
19.64,124.43,105.1
19.69,123.79,105.21
19.73,123.15,105.31
19.77,122.51,105.41
19.82,121.86,105.5
19.86,121.22,105.6
19.91,120.57,105.7
19.95,119.93,105.79
20.0,119.28,105.88
20.05,118.62,105.96
20.1,117.96,106.04
20.16,117.31,106.12
20.22,116.65,106.2
20.28,115.99,106.27
20.34,115.33,106.35
20.39,114.67,106.43
20.45,114.01,106.5
20.51,113.34,106.58
20.56,112.67,106.65
20.62,112.0,106.72
20.68,111.34,106.79
20.73,110.67,106.86
20.79,109.99,106.93
20.84,109.32,107.0
20.89,108.65,107.06
20.94,107.97,107.13
20.99,107.29,107.19
21.04,106.61,107.25
21.09,105.93,107.31
21.14,105.25,107.37
21.19,104.57,107.43
21.23,103.88,107.49
21.28,103.19,107.54
21.32,102.51,107.59
21.37,101.82,107.64
21.41,101.13,107.69
21.45,100.43,107.74
21.49,99.74,107.79
21.53,99.05,107.84
21.57,98.35,107.88
21.6,97.66,107.92
21.64,96.96,107.96
21.67,96.26,108.0
21.7,95.56,108.04
21.73,94.86,108.08
21.77,94.16,108.11
21.79,93.46,108.14
21.82,92.76,108.18
21.85,92.05,108.21
21.87,91.35,108.23
21.9,90.64,108.26
21.92,89.94,108.28
21.94,89.23,108.31
21.96,88.52,108.33
21.98,87.81,108.35
21.99,87.11,108.36
22.01,86.4,108.38
22.02,85.68,108.39
22.03,84.98,108.41
22.04,84.27,108.42
22.06,83.56,108.44
22.07,82.84,108.45
22.08,82.13,108.46
22.09,81.42,108.47
22.09,80.71,108.47
22.08,80.0,108.46
20.4,158.77,35.0
20.4,158.77,35.69
20.4,158.76,36.39
20.4,158.76,37.08
20.39,158.76,37.77
20.38,158.76,38.47
20.38,158.75,39.16
20.37,158.75,39.85
20.36,158.74,40.54
20.35,158.73,41.24
20.34,158.72,41.93
20.33,158.71,42.62
20.31,158.7,43.31
20.29,158.68,44.0
20.28,158.67,44.69
20.26,158.65,45.38
20.25,158.63,46.07
20.23,158.61,46.76
20.21,158.59,47.45
20.19,158.57,48.13
20.16,158.54,48.82
20.13,158.51,49.5
20.11,158.48,50.19
20.08,158.45,50.87
20.06,158.42,51.56
20.03,158.39,52.24
20.0,158.36,52.92
19.98,158.33,53.6
19.96,158.29,54.28
19.93,158.25,54.96
19.91,158.22,55.63
19.88,158.17,56.31
19.85,158.13,56.98
19.82,158.09,57.66
19.79,158.04,58.32
19.76,158.0,58.99
19.73,157.95,59.66
19.7,157.9,60.33
19.67,157.85,61.0
19.64,157.8,61.66
19.61,157.75,62.33
19.58,157.69,62.99
19.54,157.64,63.65
19.51,157.58,64.31
19.47,157.52,64.97
19.44,157.47,65.63
19.41,157.42,66.29
19.38,157.35,66.94
19.34,157.29,67.59
19.31,157.23,68.25
19.27,157.16,68.9
19.24,157.1,69.55
19.21,157.03,70.2
19.17,156.96,70.85
19.14,156.89,71.5
19.11,156.82,72.15
19.07,156.75,72.79
19.05,156.68,73.44
19.02,156.6,74.09
18.99,156.53,74.74
18.96,156.45,75.38
18.93,156.36,76.03
18.9,156.28,76.67
18.88,156.2,77.32
18.86,156.12,77.97
18.84,156.03,78.62
18.81,155.91,79.26
18.79,155.81,79.9
18.77,155.71,80.55
18.76,155.61,81.2
18.75,155.5,81.86
18.74,155.39,82.51
18.72,155.26,83.15
18.71,155.1,83.79
18.72,154.96,84.45
18.72,154.82,85.11
18.73,154.67,85.76
18.76,154.51,86.43
18.77,154.32,87.08
18.77,154.12,87.72
18.79,153.92,88.37
18.83,153.7,89.03
18.87,153.49,89.7
18.91,153.28,90.36
18.95,153.05,91.01
19.0,152.79,91.66
19.05,152.52,92.3
19.1,152.25,92.94
19.14,151.97,93.58
19.22,151.66,94.2
19.3,151.36,94.84
19.38,151.05,95.47
19.45,150.73,96.1
19.53,150.4,96.7
19.63,150.03,97.29
19.73,149.66,97.86
19.81,149.26,98.42
19.87,148.81,98.94
19.86,148.28,99.37
19.85,147.7,99.74
19.84,147.1,100.07
19.83,146.49,100.4
19.81,145.87,100.73
19.8,145.26,101.03
19.8,144.63,101.31
19.79,143.99,101.59
19.78,143.35,101.85
19.77,142.72,102.12
19.78,142.08,102.36
19.79,141.45,102.61
19.8,140.8,102.84
19.79,140.16,103.07
19.81,139.52,103.28
19.82,138.87,103.48
19.84,138.23,103.68
19.85,137.58,103.88
19.87,136.94,104.06
19.9,136.3,104.23
19.92,135.65,104.4
19.94,135.0,104.56
19.97,134.36,104.72
20.0,133.71,104.86
20.04,133.06,105.0
20.08,132.41,105.14
20.12,131.76,105.27
20.17,131.11,105.4
20.22,130.46,105.52
20.27,129.81,105.65
20.32,129.16,105.77
20.37,128.51,105.88
20.42,127.85,105.99
20.47,127.2,106.1
20.53,126.55,106.21
20.59,125.89,106.31
20.65,125.24,106.41
20.7,124.58,106.51
20.76,123.92,106.61
20.82,123.27,106.7
20.87,122.61,106.79
20.93,121.95,106.88
20.99,121.28,106.97
21.05,120.62,107.06
21.11,119.96,107.14
21.17,119.29,107.22
21.23,118.62,107.31
21.28,117.96,107.38
21.34,117.29,107.46
21.4,116.62,107.54
21.46,115.94,107.62
21.52,115.27,107.7
21.58,114.59,107.77
21.63,113.92,107.85
21.69,113.24,107.92
21.75,112.56,107.99
21.8,111.88,108.06
21.86,111.2,108.13
21.91,110.51,108.2
21.97,109.83,108.26
22.02,109.14,108.33
22.07,108.45,108.39
22.12,107.76,108.46
22.17,107.07,108.52
22.22,106.38,108.58
22.27,105.68,108.64
22.32,104.99,108.7
22.36,104.29,108.75
22.41,103.59,108.81
22.45,102.89,108.86
22.5,102.19,108.91
22.54,101.49,108.96
22.58,100.78,109.01
22.62,100.08,109.06
22.66,99.37,109.1
22.7,98.67,109.15
22.73,97.96,109.19
22.77,97.25,109.23
22.8,96.54,109.27
22.83,95.83,109.3
22.87,95.11,109.34
22.9,94.4,109.38
22.93,93.69,109.41
22.95,92.97,109.44
22.98,92.26,109.47
23.01,91.54,109.5
23.03,90.82,109.52
23.05,90.1,109.55
23.07,89.39,109.57
23.09,88.66,109.59
23.11,87.95,109.61
23.13,87.23,109.63
23.14,86.5,109.64
23.15,85.78,109.66
23.16,85.06,109.67
23.18,84.34,109.68
23.19,83.62,109.7
23.2,82.89,109.71
23.21,82.17,109.72
23.22,81.45,109.73
23.22,80.72,109.73
23.21,80.0,109.72
21.59,160.07,35.0
21.59,160.07,35.71
21.58,160.07,36.41
21.58,160.07,37.12
21.58,160.06,37.82
21.57,160.06,38.53
21.56,160.06,39.24
21.56,160.06,39.94
21.55,160.05,40.64
21.54,160.04,41.35
21.52,160.03,42.06
21.51,160.02,42.76
21.5,160.0,43.46
21.48,159.99,44.16
21.46,159.97,44.87
21.45,159.96,45.57
21.43,159.94,46.27
21.41,159.92,46.97
21.39,159.9,47.67
21.37,159.87,48.37
21.34,159.85,49.07
21.32,159.82,49.77
21.29,159.79,50.47
21.26,159.76,51.16
21.24,159.73,51.86
21.21,159.7,52.55
21.18,159.67,53.25
21.15,159.63,53.94
21.12,159.6,54.63
21.08,159.56,55.32
21.05,159.53,56.01
21.02,159.49,56.7
20.98,159.45,57.39
20.94,159.41,58.08
20.91,159.37,58.76
20.87,159.33,59.45
20.83,159.29,60.13
20.79,159.24,60.81
20.75,159.2,61.49
20.71,159.16,62.17
20.67,159.11,62.85
20.62,159.06,63.53
20.58,159.01,64.21
20.54,158.96,64.88
20.49,158.9,65.55
20.45,158.86,66.23
20.41,158.81,66.9
20.36,158.75,67.57
20.32,158.69,68.24
20.27,158.63,68.91
20.22,158.57,69.58
20.18,158.51,70.24
20.14,158.46,70.91
20.09,158.39,71.58
20.05,158.33,72.24
20.0,158.26,72.91
19.98,158.2,73.57
19.95,158.13,74.23
19.92,158.05,74.9
19.88,157.98,75.55
19.85,157.9,76.21
19.83,157.81,76.87
19.8,157.72,77.53
19.77,157.65,78.19
19.75,157.56,78.85
19.73,157.47,79.51
19.7,157.36,80.16
19.67,157.26,80.82
19.65,157.15,81.48
19.64,157.05,82.15
19.64,156.94,82.81
19.62,156.83,83.48
19.6,156.69,84.13
19.59,156.53,84.78
19.59,156.39,85.45
19.59,156.25,86.12
19.6,156.1,86.79
19.63,155.93,87.47
19.64,155.75,88.14
19.64,155.54,88.79
19.66,155.34,89.45
19.7,155.12,90.13
19.74,154.91,90.8
19.77,154.69,91.48
19.81,154.46,92.14
19.86,154.19,92.8
19.91,153.92,93.46
19.96,153.64,94.11
20.0,153.36,94.76
20.09,153.03,95.38
20.2,152.71,96.02
20.3,152.38,96.65
20.4,152.05,97.28
20.5,151.69,97.89
20.63,151.31,98.47
20.76,150.91,99.05
20.88,150.5,99.61
20.95,150.04,100.13
20.95,149.49,100.57
20.93,148.9,100.95
20.91,148.29,101.29
20.9,147.67,101.63
20.88,147.05,101.96
20.86,146.42,102.27
20.85,145.78,102.56
20.84,145.13,102.84
20.83,144.48,103.11
20.82,143.83,103.37
20.83,143.19,103.62
20.84,142.54,103.87
20.84,141.88,104.1
20.84,141.22,104.34
20.86,140.57,104.54
20.88,139.91,104.74
20.89,139.25,104.94
20.91,138.59,105.15
20.94,137.94,105.32
20.97,137.28,105.49
21.0,136.62,105.66
21.03,135.95,105.83
21.07,135.3,105.98
21.11,134.64,106.12
21.16,133.98,106.27
21.2,133.31,106.41
21.24,132.65,106.54
21.29,131.99,106.67
21.34,131.33,106.79
21.39,130.67,106.92
21.44,130.01,107.04
21.49,129.34,107.15
21.54,128.68,107.26
21.6,128.01,107.37
21.65,127.35,107.48
21.71,126.68,107.58
21.77,126.02,107.68
21.83,125.35,107.78
21.88,124.68,107.88
21.94,124.01,107.97
22.0,123.34,108.06
22.06,122.67,108.15
22.12,121.99,108.24
22.18,121.32,108.33
22.24,120.64,108.41
22.29,119.96,108.49
22.35,119.28,108.57
22.41,118.6,108.65
22.47,117.92,108.73
22.53,117.24,108.81
22.59,116.56,108.89
22.65,115.87,108.97
22.7,115.18,109.04
22.76,114.5,109.11
22.82,113.8,109.19
22.87,113.11,109.26
22.93,112.42,109.33
22.98,111.73,109.4
23.04,111.03,109.47
23.09,110.33,109.53
23.15,109.63,109.6
23.2,108.93,109.66
23.25,108.23,109.72
23.3,107.53,109.79
23.35,106.82,109.85
23.4,106.11,109.91
23.45,105.41,109.96
23.49,104.7,110.02
23.54,103.99,110.07
23.58,103.28,110.13
23.63,102.56,110.18
23.67,101.85,110.23
23.71,101.13,110.28
23.75,100.42,110.32
23.79,99.7,110.37
23.83,98.98,110.41
23.86,98.26,110.45
23.9,97.54,110.49
23.93,96.82,110.53
23.97,96.09,110.57
24.0,95.37,110.6
24.03,94.64,110.64
24.06,93.92,110.67
24.09,93.19,110.7
24.11,92.46,110.73
24.14,91.73,110.76
24.16,91.01,110.79
24.18,90.27,110.81
24.21,89.54,110.83
24.22,88.81,110.85
24.24,88.08,110.87
24.26,87.35,110.89
24.27,86.61,110.9
24.29,85.88,110.92
24.3,85.15,110.93
24.31,84.41,110.95
24.32,83.68,110.96
24.33,82.94,110.97
24.34,82.21,110.98
24.35,81.47,110.99
24.35,80.74,110.99
24.34,80.0,110.99
22.77,161.38,35.0
22.77,161.38,35.72
22.77,161.38,36.44
22.77,161.38,37.16
22.76,161.37,37.87
22.76,161.37,38.59
22.75,161.37,39.31
22.74,161.36,40.03
22.73,161.36,40.75
22.72,161.35,41.46
22.71,161.34,42.18
22.7,161.33,42.9
22.68,161.31,43.61
22.66,161.29,44.33
22.65,161.28,45.04
22.63,161.26,45.76
22.61,161.25,46.47
22.6,161.23,47.19
22.58,161.21,47.9
22.55,161.18,48.61
22.52,161.15,49.32
22.5,161.13,50.03
22.47,161.1,50.74
22.44,161.07,51.45
22.42,161.04,52.16
22.39,161.01,52.87
22.36,160.97,53.57
22.33,160.94,54.28
22.3,160.91,54.98
22.26,160.87,55.69
22.23,160.83,56.39
22.2,160.79,57.09
22.16,160.76,57.79
22.12,160.72,58.49
22.09,160.67,59.19
22.05,160.63,59.89
22.01,160.59,60.58
21.97,160.54,61.28
21.93,160.5,61.97
21.89,160.46,62.67
21.85,160.41,63.36
21.8,160.36,64.05
21.76,160.31,64.74
21.71,160.26,65.42
21.67,160.2,66.11
21.63,160.16,66.8
21.59,160.1,67.48
21.54,160.05,68.16
21.49,159.99,68.84
21.45,159.93,69.53
21.4,159.87,70.21
21.35,159.81,70.88
21.31,159.75,71.56
21.27,159.69,72.24
21.22,159.62,72.92
21.17,159.56,73.59
21.13,159.49,74.27
21.09,159.42,74.94
21.05,159.35,75.62
21.01,159.28,76.29
20.97,159.2,76.97
20.93,159.12,77.64
20.89,159.04,78.31
20.85,158.97,78.99
20.83,158.89,79.66
20.8,158.8,80.34
20.76,158.69,81.0
20.72,158.59,81.68
20.69,158.49,82.35
20.68,158.39,83.03
20.67,158.28,83.71
20.65,158.17,84.39
20.62,158.04,85.05
20.61,157.88,85.72
20.6,157.74,86.4
20.61,157.6,87.08
20.62,157.44,87.76
20.64,157.27,88.45
20.66,157.08,89.13
20.66,156.87,89.79
20.69,156.66,90.47
20.73,156.44,91.15
20.78,156.22,91.83
20.83,155.99,92.51
20.89,155.75,93.19
20.95,155.47,93.85
21.01,155.19,94.52
21.08,154.9,95.18
21.14,154.61,95.83
21.23,154.29,96.48
21.33,153.97,97.13
21.44,153.63,97.77
21.54,153.29,98.41
21.65,152.93,99.03
21.77,152.54,99.64
21.9,152.14,100.22
22.02,151.72,100.79
22.09,151.25,101.32
22.1,150.7,101.76
22.07,150.1,102.15
22.04,149.47,102.51
22.03,148.84,102.85
22.01,148.21,103.18
21.99,147.57,103.5
21.97,146.92,103.8
21.96,146.26,104.07
21.95,145.6,104.35
21.94,144.93,104.62
21.94,144.28,104.88
21.96,143.62,105.12
21.96,142.95,105.36
21.96,142.28,105.59
21.98,141.61,105.8
22.0,140.94,106.0
22.01,140.27,106.2
22.03,139.6,106.41
22.06,138.93,106.59
22.09,138.26,106.76
22.12,137.58,106.93
22.15,136.91,107.09
22.19,136.24,107.24
22.23,135.57,107.39
22.27,134.9,107.54
22.31,134.22,107.68
22.36,133.55,107.81
22.41,132.88,107.94
22.46,132.2,108.07
22.5,131.53,108.19
22.56,130.86,108.31
22.61,130.18,108.42
22.66,129.5,108.53
22.72,128.83,108.64
22.77,128.15,108.75
22.83,127.47,108.85
22.89,126.8,108.95
22.95,126.12,109.05
23.01,125.44,109.15
23.06,124.75,109.24
23.12,124.07,109.33
23.18,123.39,109.42
23.24,122.7,109.51
23.3,122.01,109.6
23.36,121.33,109.68
23.42,120.64,109.76
23.48,119.94,109.84
23.54,119.25,109.92
23.59,118.56,110.0
23.65,117.87,110.08
23.71,117.17,110.16
23.77,116.47,110.24
23.83,115.77,110.31
23.89,115.07,110.38
23.94,114.37,110.45
24.0,113.67,110.53
24.06,112.96,110.6
24.11,112.26,110.67
24.17,111.55,110.73
24.22,110.84,110.8
24.27,110.13,110.87
24.32,109.41,110.93
24.38,108.7,110.99
24.43,107.98,111.05
24.48,107.27,111.11
24.53,106.55,111.17
24.57,105.83,111.23
24.62,105.11,111.28
24.67,104.39,111.34
24.71,103.66,111.39
24.75,102.94,111.44
24.8,102.21,111.49
24.84,101.48,111.54
24.88,100.75,111.59
24.92,100.03,111.63
24.96,99.29,111.68
24.99,98.56,111.72
25.02,97.82,111.75
25.06,97.09,111.78
25.1,96.36,111.81
25.14,95.62,111.85
25.17,94.88,111.88
25.2,94.14,111.91
25.24,93.4,111.93
25.26,92.66,111.96
25.29,91.92,111.98
25.32,91.18,112.01
25.34,90.44,112.03
25.37,89.69,112.05
25.39,88.95,112.07
25.41,88.21,112.08
25.43,87.46,112.1
25.44,86.72,112.11
25.46,85.97,112.12
25.47,85.23,112.14
25.48,84.48,112.15
25.5,83.73,112.16
25.51,82.99,112.18
25.52,82.24,112.18
25.53,81.5,112.19
25.53,80.75,112.19
25.52,80.0,112.19
23.96,162.69,35.0
23.96,162.69,35.73
23.96,162.69,36.46
23.95,162.68,37.19
23.95,162.68,37.92
23.94,162.68,38.66
23.94,162.68,39.39
23.93,162.67,40.12
23.92,162.66,40.85
23.91,162.66,41.58
23.9,162.65,42.31
23.88,162.63,43.04
23.87,162.62,43.76
23.85,162.6,44.49
23.83,162.59,45.22
23.82,162.57,45.95
23.8,162.56,46.67
23.78,162.54,47.4
23.76,162.52,48.13
23.73,162.49,48.85
23.71,162.46,49.57
23.68,162.43,50.3
23.65,162.41,51.02
23.63,162.38,51.74
23.6,162.35,52.46
23.57,162.32,53.18
23.54,162.28,53.9
23.51,162.25,54.62
23.48,162.21,55.34
23.44,162.18,56.05
23.41,162.14,56.77
23.38,162.1,57.48
23.34,162.06,58.19
23.3,162.02,58.91
23.27,161.98,59.62
23.23,161.94,60.33
23.19,161.89,61.04
23.15,161.85,61.74
23.11,161.8,62.45
23.07,161.76,63.16
23.03,161.71,63.86
22.98,161.66,64.56
22.94,161.61,65.26
22.89,161.56,65.96
22.85,161.5,66.66
22.81,161.45,67.36
22.77,161.4,68.06
22.72,161.35,68.76
22.67,161.29,69.45
22.62,161.23,70.14
22.58,161.17,70.83
22.53,161.11,71.52
22.49,161.05,72.22
22.44,160.99,72.91
22.4,160.92,73.6
22.35,160.85,74.28
22.31,160.79,74.97
22.26,160.72,75.66
22.22,160.65,76.35
22.18,160.58,77.03
22.14,160.5,77.72
22.1,160.42,78.4
22.06,160.34,79.09
22.02,160.26,79.77
21.99,160.18,80.46
21.97,160.09,81.15
21.92,159.99,81.83
21.89,159.89,82.51
21.86,159.79,83.19
21.84,159.68,83.89
21.83,159.58,84.58
21.81,159.47,85.27
21.79,159.33,85.95
21.77,159.17,86.63
21.76,159.03,87.32
21.76,158.89,88.01
21.78,158.73,88.71
21.8,158.56,89.41
21.81,158.37,90.09
21.81,158.16,90.77
21.84,157.94,91.46
21.88,157.72,92.15
21.93,157.51,92.85
21.98,157.27,93.54
22.04,157.02,94.23
22.09,156.75,94.9
22.15,156.47,95.58
22.22,156.17,96.25
22.29,155.87,96.92
22.38,155.54,97.58
22.47,155.23,98.24
22.58,154.88,98.89
22.69,154.53,99.54
22.79,154.16,100.17
22.91,153.78,100.8
23.03,153.38,101.39
23.16,152.94,101.97
23.24,152.46,102.5
23.24,151.9,102.96
23.21,151.29,103.35
23.17,150.66,103.72
23.16,150.02,104.07
23.14,149.37,104.4
23.12,148.71,104.72
23.09,148.05,105.03
23.09,147.38,105.31
23.08,146.71,105.59
23.06,146.03,105.86
23.06,145.36,106.13
23.08,144.69,106.37
23.08,144.01,106.61
23.08,143.33,106.84
23.1,142.65,107.06
23.11,141.97,107.26
23.13,141.28,107.46
23.15,140.6,107.67
23.18,139.92,107.85
23.21,139.24,108.02
23.24,138.55,108.19
23.27,137.86,108.36
23.31,137.18,108.51
23.35,136.5,108.66
23.39,135.82,108.81
23.43,135.13,108.95
23.48,134.45,109.08
23.53,133.76,109.21
23.57,133.08,109.34
23.62,132.39,109.47
23.68,131.71,109.58
23.73,131.02,109.69
23.78,130.33,109.8
23.84,129.64,109.91
23.89,128.95,110.02
23.95,128.27,110.12
24.01,127.57,110.22
24.07,126.89,110.32
24.13,126.19,110.42
24.19,125.5,110.51
24.25,124.8,110.6
24.3,124.11,110.69
24.36,123.41,110.78
24.43,122.71,110.86
