# Residuals   
# Time        	Ux            	Uz            	p             	k             	omega         
649           	6.603815e-05	1.884269e-04	8.825515e-05	1.923089e-04	1.350977e-06
650           	6.537978e-05	1.862124e-04	8.653504e-05	1.901648e-04	1.341512e-06
651           	6.472528e-05	1.840136e-04	8.508820e-05	1.880423e-04	1.332028e-06
652           	6.407389e-05	1.818379e-04	8.386218e-05	1.859458e-04	1.322546e-06
653           	6.343131e-05	1.796844e-04	8.244495e-05	1.838814e-04	1.312994e-06
654           	6.279342e-05	1.775639e-04	8.119794e-05	1.818453e-04	1.303424e-06
655           	6.216200e-05	1.754673e-04	7.999275e-05	1.798349e-04	1.293798e-06
656           	6.153667e-05	1.733915e-04	7.885152e-05	1.778474e-04	1.284166e-06
657           	6.091808e-05	1.713447e-04	7.780380e-05	1.758866e-04	1.274480e-06
658           	6.030563e-05	1.693176e-04	7.698966e-05	1.739490e-04	1.264816e-06
659           	5.970031e-05	1.673221e-04	7.617667e-05	1.720355e-04	1.255125e-06
660           	5.910125e-05	1.653468e-04	7.560156e-05	1.701531e-04	1.245410e-06
661           	5.850906e-05	1.633987e-04	7.492323e-05	1.682994e-04	1.235708e-06
662           	5.792234e-05	1.614798e-04	7.413705e-05	1.664683e-04	1.225997e-06
663           	5.734197e-05	1.595865e-04	7.330674e-05	1.646588e-04	1.216241e-06
664           	5.676717e-05	1.577118e-04	7.251069e-05	1.628686e-04	1.206493e-06
665           	5.619780e-05	1.558542e-04	7.171065e-05	1.610978e-04	1.196729e-06
666           	5.563357e-05	1.540144e-04	7.090736e-05	1.593458e-04	1.186945e-06
667           	5.507470e-05	1.521929e-04	7.010151e-05	1.576194e-04	1.177159e-06
668           	5.452056e-05	1.503865e-04	6.927087e-05	1.559207e-04	1.167376e-06
669           	5.397170e-05	1.485964e-04	6.841369e-05	1.542415e-04	1.157590e-06
670           	5.342793e-05	1.468243e-04	6.746451e-05	1.525817e-04	1.147809e-06
671           	5.288933e-05	1.450714e-04	6.645881e-05	1.509392e-04	1.138042e-06
672           	5.235609e-05	1.433392e-04	6.544953e-05	1.493136e-04	1.128284e-06
673           	5.182824e-05	1.416312e-04	6.446646e-05	1.477060e-04	1.118537e-06
674           	5.130655e-05	1.399593e-04	6.357909e-05	1.461235e-04	1.108782e-06
675           	5.079001e-05	1.382902e-04	6.251050e-05	1.445644e-04	1.099064e-06
676           	5.028047e-05	1.366669e-04	6.177372e-05	1.430229e-04	1.089380e-06
677           	4.977318e-05	1.350249e-04	6.087377e-05	1.414986e-04	1.079705e-06
678           	4.927562e-05	1.334394e-04	6.002457e-05	1.399894e-04	1.070052e-06
679           	4.878233e-05	1.318728e-04	5.929579e-05	1.384956e-04	1.060424e-06
680           	4.829410e-05	1.303187e-04	5.852133e-05	1.370239e-04	1.050825e-06
681           	4.781122e-05	1.287889e-04	5.784460e-05	1.355743e-04	1.041284e-06
682           	4.733362e-05	1.272810e-04	5.714950e-05	1.341429e-04	1.031777e-06
683           	4.686096e-05	1.257879e-04	5.666707e-05	1.327266e-04	1.022334e-06
684           	4.639328e-05	1.243137e-04	5.607192e-05	1.313253e-04	1.012885e-06
685           	4.593014e-05	1.228598e-04	5.544237e-05	1.299394e-04	1.003506e-06
686           	4.547166e-05	1.214244e-04	5.481245e-05	1.285738e-04	9.941213e-07
687           	4.501793e-05	1.200029e-04	5.418019e-05	1.272288e-04	9.847731e-07
688           	4.456839e-05	1.185956e-04	5.357651e-05	1.259008e-04	9.754806e-07
689           	4.412368e-05	1.172054e-04	5.297307e-05	1.245872e-04	9.662247e-07
690           	4.368341e-05	1.158312e-04	5.235547e-05	1.232887e-04	9.570080e-07
691           	4.324766e-05	1.144719e-04	5.177570e-05	1.220094e-04	9.478362e-07
692           	4.281641e-05	1.131264e-04	5.120261e-05	1.207496e-04	9.387065e-07
693           	4.238966e-05	1.117948e-04	5.061261e-05	1.195080e-04	9.296129e-07
694           	4.196774e-05	1.104994e-04	5.008909e-05	1.182812e-04	9.205717e-07
695           	4.155053e-05	1.091863e-04	4.970216e-05	1.170704e-04	9.115693e-07
696           	4.113757e-05	1.078993e-04	4.900557e-05	1.158789e-04	9.026154e-07
697           	4.072913e-05	1.066144e-04	4.854032e-05	1.147054e-04	8.937087e-07
698           	4.032349e-05	1.053452e-04	4.806410e-05	1.135466e-04	8.848563e-07
699           	3.992486e-05	1.040995e-04	4.754033e-05	1.124006e-04	8.760512e-07
700           	3.952915e-05	1.028634e-04	4.700223e-05	1.112721e-04	8.673359e-07
701           	3.913754e-05	1.016422e-04	4.647597e-05	1.101597e-04	8.586353e-07
702           	3.875006e-05	1.004359e-04	4.597754e-05	1.090626e-04	8.499801e-07
703           	3.836682e-05	9.926684e-05	4.553676e-05	1.079789e-04	8.413850e-07
704           	3.798697e-05	9.806282e-05	4.499883e-05	1.069119e-04	8.328463e-07
705           	3.761267e-05	9.691537e-05	4.474540e-05	1.058599e-04	8.243571e-07
706           	3.723772e-05	9.574936e-05	4.430152e-05	1.048234e-04	8.159211e-07
707           	3.687192e-05	9.462288e-05	4.392097e-05	1.038025e-04	8.075216e-07
708           	3.650755e-05	9.348533e-05	4.346174e-05	1.027978e-04	7.991834e-07
709           	3.614862e-05	9.237283e-05	4.300999e-05	1.018071e-04	7.908998e-07
710           	3.579353e-05	9.127907e-05	4.263784e-05	1.008320e-04	7.826797e-07
711           	3.544020e-05	9.018106e-05	4.217801e-05	9.987265e-05	7.745119e-07
712           	3.509248e-05	8.911049e-05	4.188793e-05	9.892718e-05	7.664097e-07
713           	3.474854e-05	8.803983e-05	4.149117e-05	9.799780e-05	7.583834e-07
714           	3.440794e-05	8.698971e-05	4.117535e-05	9.708279e-05	7.504175e-07
715           	3.407136e-05	8.594883e-05	4.084443e-05	9.618263e-05	7.425110e-07
716           	3.373790e-05	8.491828e-05	4.064051e-05	9.529632e-05	7.346572e-07
717           	3.340863e-05	8.389967e-05	4.036659e-05	9.442561e-05	7.268682e-07
718           	3.308228e-05	8.289171e-05	4.004314e-05	9.355940e-05	7.191789e-07
719           	3.275970e-05	8.189945e-05	3.965597e-05	9.270997e-05	7.115304e-07
720           	3.244050e-05	8.091720e-05	3.923036e-05	9.187488e-05	7.039446e-07
721           	3.212456e-05	7.994593e-05	3.879487e-05	9.105377e-05	6.964099e-07
722           	3.181191e-05	7.898722e-05	3.831965e-05	9.024688e-05	6.889194e-07
723           	3.150257e-05	7.804188e-05	3.783693e-05	8.945439e-05	6.814855e-07
724           	3.119663e-05	7.710815e-05	3.741516e-05	8.867564e-05	6.741142e-07
725           	3.089411e-05	7.618528e-05	3.701027e-05	8.791091e-05	6.668108e-07
726           	3.059495e-05	7.527317e-05	3.662314e-05	8.715889e-05	6.595727e-07
727           	3.029908e-05	7.437148e-05	3.624506e-05	8.641926e-05	6.523955e-07
728           	3.000654e-05	7.348019e-05	3.586374e-05	8.569127e-05	6.452745e-07
729           	2.971730e-05	7.259832e-05	3.550600e-05	8.497403e-05	6.382112e-07
730           	2.943067e-05	7.172957e-05	3.512373e-05	8.426696e-05	6.312224e-07
731           	2.914868e-05	7.086886e-05	3.473680e-05	8.356945e-05	6.242828e-07
732           	2.886875e-05	7.001649e-05	3.438108e-05	8.288110e-05	6.174033e-07
733           	2.859181e-05	6.917581e-05	3.401901e-05	8.220081e-05	6.105586e-07
734           	2.831785e-05	6.834495e-05	3.366357e-05	8.152912e-05	6.037802e-07
735           	2.804689e-05	6.752401e-05	3.333244e-05	8.086421e-05	5.970656e-07
736           	2.777862e-05	6.671251e-05	3.300775e-05	8.020688e-05	5.904128e-07
737           	2.751327e-05	6.591108e-05	3.267448e-05	7.955547e-05	5.838185e-07
738           	2.725066e-05	6.511931e-05	3.234303e-05	7.890949e-05	5.772848e-07
739           	2.699077e-05	6.433724e-05	3.201534e-05	7.827392e-05	5.708046e-07
740           	2.673362e-05	6.356484e-05	3.170249e-05	7.764599e-05	5.643920e-07
741           	2.647919e-05	6.280214e-05	3.141386e-05	7.702441e-05	5.580575e-07
742           	2.622746e-05	6.204902e-05	3.113364e-05	7.640923e-05	5.517670e-07
743           	2.597842e-05	6.130536e-05	3.084405e-05	7.579819e-05	5.455391e-07
744           	2.573208e-05	6.057088e-05	3.053229e-05	7.518765e-05	5.393843e-07
745           	2.548843e-05	5.984521e-05	3.017574e-05	7.458460e-05	5.332875e-07
746           	2.524747e-05	5.912850e-05	2.981032e-05	7.398695e-05	5.272443e-07
747           	2.500922e-05	5.842069e-05	2.947321e-05	7.339521e-05	5.212546e-07
748           	2.477357e-05	5.772191e-05	2.914992e-05	7.280944e-05	5.153202e-07
749           	2.454052e-05	5.703217e-05	2.882981e-05	7.222895e-05	5.094373e-07
750           	2.431039e-05	5.636421e-05	2.852632e-05	7.165407e-05	5.036251e-07
751           	2.408213e-05	5.568368e-05	2.814771e-05	7.108457e-05	4.978596e-07
752           	2.385747e-05	5.502570e-05	2.788600e-05	7.052071e-05	4.921923e-07
753           	2.363252e-05	5.435268e-05	2.764433e-05	6.996191e-05	4.865401e-07
754           	2.341341e-05	5.372033e-05	2.731539e-05	6.940849e-05	4.809752e-07
755           	2.319504e-05	5.308071e-05	2.709671e-05	6.885965e-05	4.754601e-07
756           	2.297908e-05	5.244491e-05	2.684372e-05	6.831592e-05	4.700032e-07
757           	2.276525e-05	5.181935e-05	2.657630e-05	6.777681e-05	4.646071e-07
758           	2.255377e-05	5.120188e-05	2.628785e-05	6.724200e-05	4.592770e-07
759           	2.234453e-05	5.059442e-05	2.600520e-05	6.671166e-05	4.540061e-07
760           	2.213771e-05	5.000710e-05	2.575226e-05	6.618587e-05	4.487852e-07
761           	2.193264e-05	4.940356e-05	2.544325e-05	6.566419e-05	4.436151e-07
762           	2.173074e-05	4.882432e-05	2.521238e-05	6.514681e-05	4.385099e-07
763           	2.152829e-05	4.823475e-05	2.501027e-05	6.463361e-05	4.334436e-07
764           	2.133095e-05	4.766406e-05	2.481282e-05	6.412428e-05	4.284525e-07
765           	2.113501e-05	4.710884e-05	2.452305e-05	6.361920e-05	4.235136e-07
766           	2.094135e-05	4.655999e-05	2.435586e-05	6.311843e-05	4.186177e-07
767           	2.074791e-05	4.599899e-05	2.406608e-05	6.262179e-05	4.137745e-07
768           	2.055957e-05	4.546843e-05	2.388502e-05	6.212918e-05	4.089921e-07
769           	2.037064e-05	4.492548e-05	2.361363e-05	6.164051e-05	4.042838e-07
770           	2.018649e-05	4.440499e-05	2.338237e-05	6.115577e-05	3.996081e-07
771           	2.000163e-05	4.388181e-05	2.321503e-05	6.067526e-05	3.949893e-07
772           	1.982114e-05	4.337623e-05	2.295020e-05	6.019864e-05	3.904163e-07
773           	1.964125e-05	4.286902e-05	2.270451e-05	5.972535e-05	3.858964e-07
774           	1.946348e-05	4.236864e-05	2.253812e-05	5.925589e-05	3.814227e-07
775           	1.928787e-05	4.188121e-05	2.230397e-05	5.878962e-05	3.769973e-07
776           	1.911363e-05	4.139591e-05	2.208447e-05	5.832675e-05	3.726187e-07
777           	1.894152e-05	4.091889e-05	2.191513e-05	5.786737e-05	3.682941e-07
778           	1.877118e-05	4.044653e-05	2.171584e-05	5.741139e-05	3.640169e-07
779           	1.860252e-05	3.998207e-05	2.158502e-05	5.695883e-05	3.597885e-07
780           	1.843598e-05	3.952661e-05	2.135591e-05	5.650977e-05	3.556040e-07
781           	1.827080e-05	3.907284e-05	2.115061e-05	5.606408e-05	3.514811e-07
782           	1.810752e-05	3.862360e-05	2.101679e-05	5.562216e-05	3.473923e-07
783           	1.794627e-05	3.818714e-05	2.081640e-05	5.518420e-05	3.433502e-07
784           	1.778638e-05	3.775207e-05	2.062219e-05	5.474956e-05	3.393624e-07
785           	1.762837e-05	3.732408e-05	2.047506e-05	5.431769e-05	3.354197e-07
786           	1.747204e-05	3.689931e-05	2.029563e-05	5.388887e-05	3.315116e-07
787           	1.731730e-05	3.648294e-05	2.011445e-05	5.346324e-05	3.276603e-07
788           	1.716422e-05	3.606934e-05	1.998787e-05	5.304088e-05	3.238408e-07
789           	1.701286e-05	3.566808e-05	1.978106e-05	5.262173e-05	3.201037e-07
790           	1.686273e-05	3.526573e-05	1.958059e-05	5.220585e-05	3.164475e-07
791           	1.671447e-05	3.487056e-05	1.942134e-05	5.179341e-05	3.128698e-07
792           	1.656760e-05	3.447904e-05	1.931223e-05	5.138438e-05	3.093540e-07
793           	1.642240e-05	3.409374e-05	1.916947e-05	5.097860e-05	3.058967e-07
794           	1.627872e-05	3.372363e-05	1.897494e-05	5.057588e-05	3.025105e-07
795           	1.613622e-05	3.334601e-05	1.876808e-05	5.017631e-05	2.991995e-07
796           	1.599546e-05	3.297791e-05	1.862687e-05	4.977980e-05	2.959656e-07
797           	1.585610e-05	3.261079e-05	1.850972e-05	4.938653e-05	2.927921e-07
798           	1.571820e-05	3.225768e-05	1.830930e-05	4.899634e-05	2.896998e-07
799           	1.558193e-05	3.190884e-05	1.820226e-05	4.860924e-05	2.866930e-07
800           	1.544565e-05	3.154933e-05	1.808413e-05	4.822519e-05	2.837274e-07
801           	1.531263e-05	3.121341e-05	1.786932e-05	4.784403e-05	2.808420e-07
802           	1.518046e-05	3.086587e-05	1.767046e-05	4.746595e-05	2.780081e-07
803           	1.504867e-05	3.052985e-05	1.754934e-05	4.709104e-05	2.752393e-07
804           	1.491911e-05	3.019535e-05	1.745722e-05	4.671886e-05	2.725019e-07
805           	1.479050e-05	2.987210e-05	1.726698e-05	4.634936e-05	2.698218e-07
806           	1.466349e-05	2.954449e-05	1.709736e-05	4.598270e-05	2.671765e-07
807           	1.453697e-05	2.922534e-05	1.696410e-05	4.561894e-05	2.645756e-07
808           	1.441250e-05	2.890894e-05	1.686056e-05	4.525796e-05	2.620080e-07
809           	1.428903e-05	2.860038e-05	1.667741e-05	4.489972e-05	2.594913e-07
810           	1.416709e-05	2.828761e-05	1.651941e-05	4.454416e-05	2.570014e-07
811           	1.404543e-05	2.798280e-05	1.642622e-05	4.419126e-05	2.545405e-07
812           	1.392599e-05	2.768793e-05	1.626914e-05	4.384126e-05	2.521273e-07
813           	1.380764e-05	2.738913e-05	1.611424e-05	4.349401e-05	2.497428e-07
814           	1.369001e-05	2.709896e-05	1.600068e-05	4.314953e-05	2.474090e-07
815           	1.357389e-05	2.681093e-05	1.591329e-05	4.280773e-05	2.450909e-07
816           	1.345886e-05	2.653308e-05	1.574724e-05	4.246860e-05	2.428296e-07
817           	1.334530e-05	2.625094e-05	1.559986e-05	4.213233e-05	2.405980e-07
818           	1.323205e-05	2.597410e-05	1.550779e-05	4.179887e-05	2.383857e-07
819           	1.312071e-05	2.570386e-05	1.538668e-05	4.146801e-05	2.362034e-07
820           	1.301010e-05	2.544402e-05	1.524103e-05	4.113978e-05	2.340667e-07
821           	1.290086e-05	2.517839e-05	1.516088e-05	4.081421e-05	2.319392e-07
822           	1.279230e-05	2.491930e-05	1.498705e-05	4.049127e-05	2.298516e-07
823           	1.268550e-05	2.466435e-05	1.487110e-05	4.017106e-05	2.277980e-07
824           	1.257794e-05	2.440575e-05	1.480079e-05	3.985341e-05	2.257486e-07
825           	1.247332e-05	2.416332e-05	1.464169e-05	3.953877e-05	2.237430e-07
826           	1.236907e-05	2.391442e-05	1.450510e-05	3.922688e-05	2.217649e-07
827           	1.226561e-05	2.367134e-05	1.443563e-05	3.891744e-05	2.197965e-07
828           	1.216322e-05	2.343823e-05	1.431309e-05	3.861057e-05	2.178707e-07
829           	1.206202e-05	2.320110e-05	1.425134e-05	3.830611e-05	2.159525e-07
830           	1.196151e-05	2.296983e-05	1.410915e-05	3.800392e-05	2.140721e-07
831           	1.186261e-05	2.274219e-05	1.403630e-05	3.770410e-05	2.122302e-07
832           	1.176305e-05	2.250830e-05	1.396393e-05	3.740678e-05	2.103750e-07
833           	1.166608e-05	2.229360e-05	1.382428e-05	3.711186e-05	2.085733e-07
834           	1.156979e-05	2.207180e-05	1.375072e-05	3.681932e-05	2.067640e-07
835           	1.147361e-05	2.185662e-05	1.360509e-05	3.652924e-05	2.049965e-07
836           	1.137951e-05	2.164419e-05	1.352779e-05	3.624142e-05	2.032638e-07
837           	1.128454e-05	2.142486e-05	1.345364e-05	3.595599e-05	2.015295e-07
838           	1.119196e-05	2.122047e-05	1.334212e-05	3.567296e-05	1.998208e-07
839           	1.109994e-05	2.101445e-05	1.323213e-05	3.539219e-05	1.981323e-07
840           	1.100856e-05	2.081128e-05	1.312782e-05	3.511369e-05	1.964648e-07
841           	1.091803e-05	2.061163e-05	1.302941e-05	3.483754e-05	1.948142e-07
842           	1.082836e-05	2.041419e-05	1.293447e-05	3.456386e-05	1.931839e-07
843           	1.073959e-05	2.021780e-05	1.284305e-05	3.429284e-05	1.915659e-07
844           	1.065141e-05	2.002693e-05	1.275518e-05	3.402414e-05	1.899732e-07
845           	1.056418e-05	1.983895e-05	1.266889e-05	3.375758e-05	1.883992e-07
846           	1.047778e-05	1.965347e-05	1.258674e-05	3.349352e-05	1.868437e-07
847           	1.039215e-05	1.947060e-05	1.250503e-05	3.323148e-05	1.853027e-07
848           	1.030731e-05	1.929034e-05	1.242202e-05	3.297152e-05	1.837750e-07
849           	1.022324e-05	1.911265e-05	1.233875e-05	3.271344e-05	1.822622e-07
850           	1.013997e-05	1.893765e-05	1.225892e-05	3.245727e-05	1.807646e-07
851           	1.005745e-05	1.876545e-05	1.218079e-05	3.220305e-05	1.793038e-07
852           	9.975688e-06	1.859574e-05	1.210387e-05	3.195087e-05	1.778319e-07
853           	9.894679e-06	1.842837e-05	1.202747e-05	3.170077e-05	1.763711e-07
854           	9.814403e-06	1.826332e-05	1.194991e-05	3.145197e-05	1.749274e-07
855           	9.734862e-06	1.810051e-05	1.187009e-05	3.120550e-05	1.734992e-07
856           	9.656032e-06	1.793971e-05	1.179159e-05	3.096119e-05	1.720834e-07
857           	9.577938e-06	1.778112e-05	1.171301e-05	3.071887e-05	1.706796e-07
858           	9.500535e-06	1.762457e-05	1.163466e-05	3.047857e-05	1.692884e-07
859           	9.423819e-06	1.746990e-05	1.155723e-05	3.024030e-05	1.679092e-07
860           	9.347784e-06	1.731715e-05	1.148004e-05	3.000400e-05	1.665414e-07
861           	9.272422e-06	1.716631e-05	1.140367e-05	2.976968e-05	1.651866e-07
862           	9.197722e-06	1.701736e-05	1.132687e-05	2.953568e-05	1.638429e-07
863           	9.123676e-06	1.687022e-05	1.124512e-05	2.930384e-05	1.625100e-07
864           	9.050278e-06	1.672493e-05	1.116119e-05	2.907427e-05	1.611873e-07
865           	8.977526e-06	1.658142e-05	1.107983e-05	2.884666e-05	1.598766e-07
866           	8.905415e-06	1.643977e-05	1.100086e-05	2.862100e-05	1.585775e-07
867           	8.833943e-06	1.629996e-05	1.092217e-05	2.839715e-05	1.572907e-07
868           	8.763100e-06	1.616203e-05	1.084557e-05	2.817498e-05	1.560143e-07
869           	8.692880e-06	1.602578e-05	1.076989e-05	2.795469e-05	1.547489e-07
870           	8.623275e-06	1.589112e-05	1.069615e-05	2.773624e-05	1.534926e-07
871           	8.554279e-06	1.575802e-05	1.061890e-05	2.751957e-05	1.522469e-07
872           	8.485886e-06	1.562640e-05	1.054267e-05	2.730507e-05	1.510132e-07
873           	8.418085e-06	1.549619e-05	1.046783e-05	2.709237e-05	1.497893e-07
874           	8.350868e-06	1.536726e-05	1.038930e-05	2.688141e-05	1.485774e-07
875           	8.284232e-06	1.523962e-05	1.031440e-05	2.667234e-05	1.473732e-07
876           	8.218169e-06	1.511323e-05	1.024217e-05	2.646501e-05	1.461796e-07
877           	8.152670e-06	1.498818e-05	1.017109e-05	2.625941e-05	1.449962e-07
878           	8.087731e-06	1.486436e-05	1.009943e-05	2.605549e-05	1.438228e-07
879           	8.023344e-06	1.474175e-05	1.002785e-05	2.585330e-05	1.426586e-07
880           	7.959509e-06	1.462051e-05	9.956551e-06	2.565301e-05	1.415058e-07
881           	7.896219e-06	1.450075e-05	9.885217e-06	2.545427e-05	1.403604e-07
882           	7.833471e-06	1.438235e-05	9.814615e-06	2.525712e-05	1.392206e-07
883           	7.771261e-06	1.426521e-05	9.744752e-06	2.506154e-05	1.380908e-07
884           	7.709586e-06	1.414923e-05	9.675629e-06	2.486753e-05	1.369711e-07
885           	7.648437e-06	1.403445e-05	9.607208e-06	2.467509e-05	1.358621e-07
886           	7.587809e-06	1.392084e-05	9.538924e-06	2.448421e-05	1.347619e-07
887           	7.527697e-06	1.380834e-05	9.471095e-06	2.429490e-05	1.336700e-07
888           	7.468097e-06	1.369693e-05	9.403434e-06	2.410722e-05	1.325898e-07
889           	7.409007e-06	1.358653e-05	9.335692e-06	2.392125e-05	1.315189e-07
890           	7.350422e-06	1.347713e-05	9.268746e-06	2.373681e-05	1.304572e-07
891           	7.292334e-06	1.336866e-05	9.202844e-06	2.355387e-05	1.294038e-07
892           	7.234738e-06	1.326099e-05	9.132283e-06	2.337253e-05	1.283595e-07
893           	7.177624e-06	1.315429e-05	9.066692e-06	2.319258e-05	1.273237e-07
894           	7.120996e-06	1.304849e-05	9.001715e-06	2.301411e-05	1.262963e-07
895           	7.064842e-06	1.294351e-05	8.936499e-06	2.283711e-05	1.252776e-07
896           	7.009162e-06	1.283948e-05	8.872998e-06	2.266155e-05	1.242678e-07
897           	6.953951e-06	1.273641e-05	8.809891e-06	2.248743e-05	1.232666e-07
898           	6.899204e-06	1.263425e-05	8.747078e-06	2.231478e-05	1.222742e-07
899           	6.844918e-06	1.253308e-05	8.684087e-06	2.214355e-05	1.212892e-07
900           	6.791087e-06	1.243285e-05	8.621404e-06	2.197371e-05	1.203125e-07
901           	6.737706e-06	1.233358e-05	8.558799e-06	2.180528e-05	1.193439e-07
902           	6.684771e-06	1.223520e-05	8.496057e-06	2.163829e-05	1.183838e-07
903           	6.632277e-06	1.213771e-05	8.431741e-06	2.147264e-05	1.174322e-07
904           	6.580218e-06	1.204109e-05	8.365205e-06	2.130831e-05	1.164891e-07
905           	6.528595e-06	1.194544e-05	8.299883e-06	2.114536e-05	1.155538e-07
906           	6.477397e-06	1.185069e-05	8.234400e-06	2.098379e-05	1.146256e-07
907           	6.426624e-06	1.175680e-05	8.169136e-06	2.082359e-05	1.137053e-07
908           	6.376269e-06	1.166378e-05	8.104450e-06	2.066480e-05	1.127928e-07
909           	6.326338e-06	1.157155e-05	8.040404e-06	2.050736e-05	1.118880e-07
910           	6.276823e-06	1.148014e-05	7.979634e-06	2.035120e-05	1.109908e-07
911           	6.227695e-06	1.138945e-05	7.918244e-06	2.019638e-05	1.101008e-07
912           	6.178999e-06	1.129958e-05	7.859330e-06	2.004279e-05	1.092176e-07
913           	6.130691e-06	1.121048e-05	7.802998e-06	1.989050e-05	1.083415e-07
914           	6.082781e-06	1.112214e-05	7.748321e-06	1.973942e-05	1.074732e-07
915           	6.035265e-06	1.103454e-05	7.693893e-06	1.958960e-05	1.066137e-07
916           	5.988207e-06	1.095077e-05	7.647093e-06	1.944103e-05	1.057572e-07
917           	5.941415e-06	1.086277e-05	7.575399e-06	1.929368e-05	1.049126e-07
918           	5.895283e-06	1.077952e-05	7.531144e-06	1.914752e-05	1.040782e-07
919           	5.848839e-06	1.069184e-05	7.478102e-06	1.900258e-05	1.032402e-07
920           	5.803652e-06	1.060867e-05	7.424560e-06	1.885894e-05	1.024106e-07
921           	5.758246e-06	1.052648e-05	7.373583e-06	1.871638e-05	1.015943e-07
922           	5.713565e-06	1.044355e-05	7.323463e-06	1.857504e-05	1.007798e-07
923           	5.668955e-06	1.036198e-05	7.277337e-06	1.843479e-05	9.997540e-08
924           	5.624853e-06	1.028154e-05	7.231774e-06	1.829562e-05	9.917652e-08
925           	5.581058e-06	1.020102e-05	7.187151e-06	1.815755e-05	9.838568e-08
926           	5.537657e-06	1.012167e-05	7.142967e-06	1.802060e-05	9.759940e-08
927           	5.494470e-06	1.004290e-05	7.095698e-06	1.788470e-05	9.682492e-08
928           	5.451905e-06	9.963787e-06	7.046503e-06	1.774988e-05	9.604962e-08
929           	5.409285e-06	9.886432e-06	6.995041e-06	1.761605e-05	9.528857e-08
930           	5.367382e-06	9.808759e-06	6.942336e-06	1.748316e-05	9.453767e-08
931           	5.325508e-06	9.732212e-06	6.891280e-06	1.735126e-05	9.379056e-08
932           	5.284107e-06	9.656894e-06	6.839828e-06	1.722038e-05	9.304038e-08
933           	5.242929e-06	9.582153e-06	6.785165e-06	1.709053e-05	9.230473e-08
934           	5.202366e-06	9.506991e-06	6.733461e-06	1.696153e-05	9.156875e-08
935           	5.161746e-06	9.433849e-06	6.682761e-06	1.683358e-05	9.084579e-08
936           	5.121824e-06	9.360190e-06	6.632071e-06	1.670672e-05	9.012211e-08
937           	5.081866e-06	9.288329e-06	6.581174e-06	1.658088e-05	8.941137e-08
938           	5.042629e-06	9.216043e-06	6.529886e-06	1.645606e-05	8.870033e-08
939           	5.003353e-06	9.145370e-06	6.479226e-06	1.633230e-05	8.800201e-08
940           	4.964764e-06	9.074092e-06	6.427675e-06	1.620956e-05	8.730377e-08
941           	4.926120e-06	9.004477e-06	6.378295e-06	1.608730e-05	8.661772e-08
942           	4.888149e-06	8.934286e-06	6.326174e-06	1.596561e-05	8.593079e-08
943           	4.850112e-06	8.865579e-06	6.269435e-06	1.584489e-05	8.525407e-08
944           	4.812742e-06	8.796150e-06	6.207212e-06	1.572516e-05	8.457850e-08
945           	4.775290e-06	8.728127e-06	6.144999e-06	1.560642e-05	8.391366e-08
946           	4.738459e-06	8.660033e-06	6.080498e-06	1.548867e-05	8.325207e-08
947           	4.701766e-06	8.591802e-06	6.019296e-06	1.537194e-05	8.259596e-08
948           	4.665405e-06	8.524586e-06	5.958978e-06	1.525635e-05	8.194590e-08
949           	4.629297e-06	8.457384e-06	5.899614e-06	1.514181e-05	8.129920e-08
950           	4.593520e-06	8.391286e-06	5.856802e-06	1.502822e-05	8.066583e-08
951           	4.557968e-06	8.324949e-06	5.790933e-06	1.491552e-05	8.002563e-08
952           	4.522740e-06	8.258364e-06	5.731617e-06	1.480371e-05	7.939656e-08
953           	4.487712e-06	8.193783e-06	5.689166e-06	1.469282e-05	7.876734e-08
954           	4.452933e-06	8.129724e-06	5.657405e-06	1.458282e-05	7.815404e-08
955           	4.418584e-06	8.064638e-06	5.599171e-06	1.447371e-05	7.753340e-08
956           	4.384458e-06	8.001306e-06	5.569262e-06	1.436548e-05	7.692863e-08
957           	4.350377e-06	7.936491e-06	5.532983e-06	1.425815e-05	7.632322e-08
958           	4.316751e-06	7.872811e-06	5.486710e-06	1.415168e-05	7.572397e-08
959           	4.283335e-06	7.809778e-06	5.438508e-06	1.404608e-05	7.513020e-08
960           	4.250180e-06	7.747908e-06	5.391716e-06	1.394133e-05	7.454204e-08
961           	4.217281e-06	7.686587e-06	5.347968e-06	1.383741e-05	7.395938e-08
962           	4.184637e-06	7.625501e-06	5.304655e-06	1.373432e-05	7.338201e-08
963           	4.152247e-06	7.565056e-06	5.260674e-06	1.363204e-05	7.280989e-08
964           	4.120125e-06	7.505741e-06	5.217560e-06	1.353056e-05	7.224273e-08
965           	4.088263e-06	7.447217e-06	5.177115e-06	1.342989e-05	7.168064e-08
966           	4.056655e-06	7.389466e-06	5.138151e-06	1.332999e-05	7.112345e-08
967           	4.025302e-06	7.332458e-06	5.099749e-06	1.323088e-05	7.057104e-08
968           	3.994202e-06	7.276261e-06	5.061338e-06	1.313251e-05	7.002338e-08
969           	3.963351e-06	7.220795e-06	5.022534e-06	1.303491e-05	6.948043e-08
970           	3.932753e-06	7.166013e-06	4.983686e-06	1.293803e-05	6.894225e-08
971           	3.902403e-06	7.111835e-06	4.945173e-06	1.284188e-05	6.840828e-08
972           	3.872290e-06	7.058102e-06	4.907201e-06	1.274644e-05	6.787922e-08
