zone,y/Dj,u'v'/Uj^2
"x/Djet=20, Dwight 2022",0.9284437992125985,0.0020679751003275064
"x/Djet=20, Dwight 2022",0.9415981889763779,0.002081355754919842
"x/Djet=20, Dwight 2022",0.9549293307086614,0.0020941697578093486
"x/Djet=20, Dwight 2022",0.968444783464567,0.0021064556340712015
"x/Djet=20, Dwight 2022",0.9821521456692914,0.0021183890716219285
"x/Djet=20, Dwight 2022",0.9960591338582677,0.0021299551077578324
"x/Djet=20, Dwight 2022",1.0101734842519685,0.0021411378743550163
"x/Djet=20, Dwight 2022",1.024502972440945,0.002151922985680995
"x/Djet=20, Dwight 2022",1.0390553937007874,0.0021622965967257367
"x/Djet=20, Dwight 2022",1.0538385433070867,0.002172241541723897
"x/Djet=20, Dwight 2022",1.068860157480315,0.0021817370056011927
"x/Djet=20, Dwight 2022",1.084127972440945,0.002190764158545464
"x/Djet=20, Dwight 2022",1.09964968503937,0.002199302680840861
"x/Djet=20, Dwight 2022",1.1154329527559057,0.0022073313865553154
"x/Djet=20, Dwight 2022",1.1314853346456692,0.002214826444174001
"x/Djet=20, Dwight 2022",1.1478144488188977,0.002221752655733143
"x/Djet=20, Dwight 2022",1.1644283661417323,0.002228066986314084
"x/Djet=20, Dwight 2022",1.1813514370078741,0.002233770517884305
"x/Djet=20, Dwight 2022",1.1986107086614173,0.0022388714032648286
"x/Djet=20, Dwight 2022",1.2162205118110236,0.002243327070935536
"x/Djet=20, Dwight 2022",1.234195748031496,0.0022470953716565633
"x/Djet=20, Dwight 2022",1.2525520866141733,0.0022501415574517317
"x/Djet=20, Dwight 2022",1.2713058858267718,0.0022524287282980385
"x/Djet=20, Dwight 2022",1.2904742913385827,0.00225392006442907
"x/Djet=20, Dwight 2022",1.3100752952755905,0.002254576881463909
"x/Djet=20, Dwight 2022",1.33012781496063,0.0022543558834773525
"x/Djet=20, Dwight 2022",1.3506516732283464,0.0022532131722268465
"x/Djet=20, Dwight 2022",1.3716676968503938,0.0022511014558748927
