zone,log10(y+),u+
"Theory, Coles",1.668403625,14.26894569
"Theory, Coles",1.66933465,14.27491188
"Theory, Coles",1.670263529,14.2808609
"Theory, Coles",1.671190619,14.28679371
"Theory, Coles",1.672115564,14.2927103
"Theory, Coles",1.673038602,14.29861069
"Theory, Coles",1.673959732,14.30449486
"Theory, Coles",1.674878836,14.31036282
"Theory, Coles",1.675796032,14.31621552
"Theory, Coles",1.676711321,14.322052
"Theory, Coles",1.677624702,14.32787228
"Theory, Coles",1.678536177,14.33367729
"Theory, Coles",1.679445624,14.33946705
"Theory, Coles",1.680353284,14.34524155
"Theory, Coles",1.681259036,14.35099983
"Theory, Coles",1.682162881,14.35674286
"Theory, Coles",1.683064818,14.36247063
"Theory, Coles",1.683964849,14.36818314
"Theory, Coles",1.684863091,14.37388039
"Theory, Coles",1.685759425,14.37956333
"Theory, Coles",1.686653972,14.38523102
"Theory, Coles",1.68754673,14.39088345
"Theory, Coles",1.688437581,14.39652157
"Theory, Coles",1.689326644,14.40214539
"Theory, Coles",1.690213799,14.40775394
"Theory, Coles",1.691099167,14.41334724
"Theory, Coles",1.691982865,14.41892719
"Theory, Coles",1.692864656,14.42449188
"Theory, Coles",1.693744659,14.43004322
"Theory, Coles",1.694622993,14.4355793
"Theory, Coles",1.69549942,14.44110203
"Theory, Coles",1.696374178,14.44661045
"Theory, Coles",1.697247148,14.45210457
"Theory, Coles",1.698118329,14.45758438
"Theory, Coles",1.698987722,14.46305084
"Theory, Coles",1.699855447,14.46850395
"Theory, Coles",1.700721502,14.47394276
"Theory, Coles",1.70158577,14.47936726
"Theory, Coles",1.702448249,14.4847784
"Theory, Coles",1.703309178,14.49017715
"Theory, Coles",1.7041682,14.4955616
"Theory, Coles",1.705025673,14.50093174
"Theory, Coles",1.705881476,14.50628948
"Theory, Coles",1.706735492,14.51163387
"Theory, Coles",1.707587957,14.51696491
"Theory, Coles",1.708438635,14.52228355
"Theory, Coles",1.709287643,14.52758789
"Theory, Coles",1.710135102,14.53287983
"Theory, Coles",1.710980892,14.53815937
"Theory, Coles",1.711825013,14.54342556
"Theory, Coles",1.712667465,14.5486784
"Theory, Coles",1.713508248,14.55391884
"Theory, Coles",1.714347482,14.55914688
"Theory, Coles",1.715185046,14.56436157
"Theory, Coles",1.716021061,14.56956387
"Theory, Coles",1.716855407,14.57475471
"Theory, Coles",1.717688203,14.57993221
"Theory, Coles",1.718519449,14.58509731
"Theory, Coles",1.719349027,14.59025002
"Theory, Coles",1.720177054,14.59539032
"Theory, Coles",1.721003532,14.60051918
"Theory, Coles",1.721828341,14.60563469
"Theory, Coles",1.72265172,14.61073875
"Theory, Coles",1.72347343,14.61583138
"Theory, Coles",1.72429359,14.6209116
"Theory, Coles",1.725112319,14.62597942
"Theory, Coles",1.725929379,14.6310358
"Theory, Coles",1.726745009,14.63607979
"Theory, Coles",1.72755897,14.64111233
"Theory, Coles",1.728371501,14.64613342
"Theory, Coles",1.729182482,14.65114307
"Theory, Coles",1.729992032,14.65614128
"Theory, Coles",1.730800033,14.66112709
"Theory, Coles",1.731606483,14.66610146
"Theory, Coles",1.732411504,14.67106533
"Theory, Coles",1.733214974,14.67601681
"Theory, Coles",1.734017015,14.68095779
"Theory, Coles",1.734817624,14.68588734
"Theory, Coles",1.735616684,14.69080544
"Theory, Coles",1.736414313,14.69571209
"Theory, Coles",1.737210393,14.70060825
"Theory, Coles",1.738005042,14.70549297
"Theory, Coles",1.738798261,14.71036625
"Theory, Coles",1.739590049,14.71522903
"Theory, Coles",1.740380406,14.72008133
"Theory, Coles",1.741169333,14.72492218
"Theory, Coles",1.74195683,14.72975254
"Theory, Coles",1.742742896,14.73457241
"Theory, Coles",1.743527532,14.73938084
"Theory, Coles",1.744310737,14.74417877
"Theory, Coles",1.745092511,14.74896622
"Theory, Coles",1.745872974,14.75374317
"Theory, Coles",1.746651888,14.75850964
"Theory, Coles",1.74742949,14.76326561
"Theory, Coles",1.748205781,14.76801109
"Theory, Coles",1.748980641,14.77274609
"Theory, Coles",1.749754071,14.77747154
"Theory, Coles",1.75052619,14.78218555
"Theory, Coles",1.751296878,14.78689003
"Theory, Coles",1.752066135,14.79158401
"Theory, Coles",1.752834201,14.79626846
"Theory, Coles",1.753600836,14.80094147
"Theory, Coles",1.75436604,14.80560589
"Theory, Coles",1.755130053,14.81025982
"Theory, Coles",1.755892634,14.81490326
"Theory, Coles",1.756653905,14.81953716
"Theory, Coles",1.757413745,14.82416153
"Theory, Coles",1.758172393,14.82877541
"Theory, Coles",1.75892961,14.83337975
"Theory, Coles",1.759685636,14.83797455
"Theory, Coles",1.76044023,14.84255886
"Theory, Coles",1.761193514,14.84713459
"Theory, Coles",1.761945605,14.85169983
"Theory, Coles",1.762696266,14.85625553
"Theory, Coles",1.763445735,14.86080265
"Theory, Coles",1.764193892,14.86533928
"Theory, Coles",1.764940739,14.86986637
"Theory, Coles",1.765686274,14.87438488
"Theory, Coles",1.766430616,14.87889385
"Theory, Coles",1.767173648,14.88339329
"Theory, Coles",1.767915368,14.88788319
"Theory, Coles",1.768655896,14.89236355
"Theory, Coles",1.769395113,14.89683533
"Theory, Coles",1.770133018,14.90129757
"Theory, Coles",1.770869732,14.90575123
"Theory, Coles",1.771605253,14.91019535
"Theory, Coles",1.772339463,14.91462994
"Theory, Coles",1.773072481,14.91905594
"Theory, Coles",1.773804188,14.92347336
"Theory, Coles",1.774534702,14.92788124
"Theory, Coles",1.775264025,14.93228054
"Theory, Coles",1.775992036,14.93667126
"Theory, Coles",1.776718974,14.94105244
"Theory, Coles",1.777444601,14.94542503
"Theory, Coles",1.778169036,14.94978905
"Theory, Coles",1.778892159,14.95414448
"Theory, Coles",1.77961421,14.95849037
"Theory, Coles",1.780335069,14.96282864
"Theory, Coles",1.781054735,14.96715736
"Theory, Coles",1.78177309,14.97147846
"Theory, Coles",1.782490373,14.97579002
"Theory, Coles",1.783206463,14.98009396
"Theory, Coles",1.783921361,14.98438931
"Theory, Coles",1.784635067,14.98867607
"Theory, Coles",1.785347581,14.99295425
"Theory, Coles",1.786058903,14.99722385
"Theory, Coles",1.786769152,15.00148487
"Theory, Coles",1.787478209,15.00573826
"Theory, Coles",1.788186073,15.00998306
"Theory, Coles",1.788892865,15.01422024
"Theory, Coles",1.789598465,15.01844883
"Theory, Coles",1.790302873,15.02266884
"Theory, Coles",1.791006207,15.02688122
"Theory, Coles",1.79170835,15.03108501
"Theory, Coles",1.79240942,15.03528118
"Theory, Coles",1.793109298,15.03946877
"Theory, Coles",1.793808103,15.04364872
"Theory, Coles",1.794505835,15.04782104
"Theory, Coles",1.795202374,15.05198479
"Theory, Coles",1.795897722,15.0561409
"Theory, Coles",1.796592116,15.06028843
"Theory, Coles",1.797285318,15.06442928
"Theory, Coles",1.797977448,15.06856155
"Theory, Coles",1.798668385,15.0726862
"Theory, Coles",1.799358249,15.07680321
"Theory, Coles",1.80004704,15.08091259
"Theory, Coles",1.800734878,15.08501434
"Theory, Coles",1.801421404,15.08910751
"Theory, Coles",1.802106977,15.09319401
"Theory, Coles",1.802791476,15.09727287
"Theory, Coles",1.803474903,15.10134315
"Theory, Coles",1.804157138,15.10540676
"Theory, Coles",1.804838419,15.10946274
"Theory, Coles",1.805518627,15.11351109
"Theory, Coles",1.806197762,15.11755276
"Theory, Coles",1.806875706,15.12158585
"Theory, Coles",1.807552814,15.12561226
"Theory, Coles",1.808228731,15.12963104
"Theory, Coles",1.808903575,15.1336422
"Theory, Coles",1.809577465,15.13764668
"Theory, Coles",1.810250282,15.14164257
"Theory, Coles",1.810922027,15.14563274
"Theory, Coles",1.811592817,15.14961433
"Theory, Coles",1.812262416,15.1535902
"Theory, Coles",1.812931061,15.15755749
"Theory, Coles",1.813598752,15.1615181
"Theory, Coles",1.81426537,15.16547203
"Theory, Coles",1.814930916,15.16941833
"Theory, Coles",1.815595508,15.17335796
"Theory, Coles",1.816259027,15.17728996
"Theory, Coles",1.816921592,15.18121529
"Theory, Coles",1.817583084,15.18513393
"Theory, Coles",1.818243623,15.18904495
"Theory, Coles",1.818903208,15.1929493
"Theory, Coles",1.819561601,15.19684696
"Theory, Coles",1.820219159,15.20073795
"Theory, Coles",1.820875764,15.20462132
"Theory, Coles",1.821531296,15.208498
"Theory, Coles",1.822185755,15.21236897
"Theory, Coles",1.822839379,15.21623135
"Theory, Coles",1.823491931,15.22008801
"Theory, Coles",1.824143648,15.22393799
"Theory, Coles",1.824794173,15.2277813
"Theory, Coles",1.825443864,15.23161793
"Theory, Coles",1.826092601,15.23544693
"Theory, Coles",1.826740265,15.23927021
"Theory, Coles",1.827386975,15.24308681
"Theory, Coles",1.828032851,15.24689674
"Theory, Coles",1.828677654,15.2507
"Theory, Coles",1.829321504,15.25449657
"Theory, Coles",1.829964399,15.25828648
"Theory, Coles",1.830606461,15.26207066
"Theory, Coles",1.831247449,15.26584816
"Theory, Coles",1.831887484,15.26961899
"Theory, Coles",1.832526684,15.27338314
"Theory, Coles",1.833164811,15.27714062
"Theory, Coles",1.833802104,15.28089237
"Theory, Coles",1.834438443,15.28463745
"Theory, Coles",1.835073829,15.28837681
"Theory, Coles",1.83570838,15.29210949
"Theory, Coles",1.836341858,15.29583549
"Theory, Coles",1.836974502,15.29955578
"Theory, Coles",1.837606192,15.30326939
"Theory, Coles",1.838236928,15.30697727
"Theory, Coles",1.83886683,15.31067848
"Theory, Coles",1.839495778,15.31437302
"Theory, Coles",1.840123892,15.31806183
"Theory, Coles",1.840750933,15.32174492
"Theory, Coles",1.841377139,15.32542229
"Theory, Coles",1.842002511,15.32909203
"Theory, Coles",1.842626929,15.332757
"Theory, Coles",1.843250513,15.33641529
"Theory, Coles",1.843873143,15.34006786
"Theory, Coles",1.844494939,15.34371471
"Theory, Coles",1.845115781,15.34735489
"Theory, Coles",1.845735788,15.35098934
"Theory, Coles",1.846354842,15.35461807
"Theory, Coles",1.846973062,15.35824108
"Theory, Coles",1.847590446,15.36185741
"Theory, Coles",1.848206878,15.36546803
"Theory, Coles",1.848822474,15.36907291
"Theory, Coles",1.849437118,15.37267208
"Theory, Coles",1.850051045,15.37626553
"Theory, Coles",1.8506639,15.37985325
"Theory, Coles",1.85127604,15.38343525
"Theory, Coles",1.851887345,15.38701153
"Theory, Coles",1.852497697,15.39058113
"Theory, Coles",1.853107214,15.39414597
"Theory, Coles",1.853715897,15.39770412
"Theory, Coles",1.854323745,15.40125751
"Theory, Coles",1.854930758,15.40480518
"Theory, Coles",1.855536938,15.40834713
"Theory, Coles",1.856142163,15.41188335
"Theory, Coles",1.856746674,15.41541386
"Theory, Coles",1.85735023,15.41893864
"Theory, Coles",1.857952952,15.4224577
"Theory, Coles",1.858554959,15.42597198
"Theory, Coles",1.859156013,15.4294796
"Theory, Coles",1.859756351,15.43298244
"Theory, Coles",1.860355735,15.43648052
"Theory, Coles",1.860954404,15.43997192
"Theory, Coles",1.861552119,15.44345856
"Theory, Coles",1.862149119,15.44693947
"Theory, Coles",1.862745285,15.45041466
"Theory, Coles",1.863340616,15.45388508
"Theory, Coles",1.863935113,15.45734978
"Theory, Coles",1.864528775,15.46080875
"Theory, Coles",1.865121722,15.46426296
"Theory, Coles",1.865713835,15.46771145
"Theory, Coles",1.866305113,15.47115421
"Theory, Coles",1.866895556,15.47459221
"Theory, Coles",1.867485285,15.47802544
"Theory, Coles",1.868074059,15.48145294
"Theory, Coles",1.868662238,15.48487473
"Theory, Coles",1.869249463,15.48829174
"Theory, Coles",1.869835973,15.49170303
"Theory, Coles",1.870421648,15.49510956
"Theory, Coles",1.871006608,15.49851131
"Theory, Coles",1.871590614,15.50190735
"Theory, Coles",1.872174025,15.50529861
"Theory, Coles",1.8727566,15.50868416
"Theory, Coles",1.873338342,15.51206493
"Theory, Coles",1.873919368,15.51544094
"Theory, Coles",1.874499559,15.51881123
"Theory, Coles",1.875079036,15.52217674
"Theory, Coles",1.875657678,15.52553749
"Theory, Coles",1.876235604,15.52889347
"Theory, Coles",1.876812696,15.53224373
"Theory, Coles",1.877389073,15.53558922
"Theory, Coles",1.877964735,15.53892994
"Theory, Coles",1.878539562,15.54226494
"Theory, Coles",1.879113674,15.54559517
"Theory, Coles",1.879686952,15.54892159
"Theory, Coles",1.880259514,15.55224228
"Theory, Coles",1.880831361,15.55555725
"Theory, Coles",1.881402373,15.55886841
"Theory, Coles",1.881972671,15.5621748
"Theory, Coles",1.882542253,15.56547546
"Theory, Coles",1.883111119,15.56877232
"Theory, Coles",1.883679152,15.57206345
"Theory, Coles",1.884246469,15.57534981
"Theory, Coles",1.88481307,15.57863235
"Theory, Coles",1.885378957,15.58190918
"Theory, Coles",1.885944128,15.58518124
"Theory, Coles",1.886508465,15.58844852
"Theory, Coles",1.887072086,15.591712
"Theory, Coles",1.887634993,15.59496975
"Theory, Coles",1.888197303,15.59822273
"Theory, Coles",1.888758659,15.6014719
"Theory, Coles",1.88931942,15.60471535
"Theory, Coles",1.889879465,15.60795498
"Theory, Coles",1.890438795,15.61118984
"Theory, Coles",1.890997291,15.61441994
"Theory, Coles",1.89155519,15.61764526
"Theory, Coles",1.892112374,15.62086582
"Theory, Coles",1.892668724,15.62408257
"Theory, Coles",1.893224478,15.62729359
"Theory, Coles",1.893779516,15.63050079
"Theory, Coles",1.894333839,15.63370323
"Theory, Coles",1.894887328,15.6369009
"Theory, Coles",1.89544034,15.64009476
"Theory, Coles",1.895992517,15.64328384
"Theory, Coles",1.89654398,15.64646816
"Theory, Coles",1.897094727,15.64964771
"Theory, Coles",1.897644877,15.65282345
"Theory, Coles",1.898194194,15.65599442
"Theory, Coles",1.898742914,15.65916061
"Theory, Coles",1.899290919,15.662323
"Theory, Coles",1.899838209,15.66548061
"Theory, Coles",1.900384903,15.66863441
"Theory, Coles",1.900930762,15.67178249
"Theory, Coles",1.901476026,15.67492771
"Theory, Coles",1.902020693,15.67806721
"Theory, Coles",1.902564526,15.68120384
"Theory, Coles",1.903107762,15.68433475
"Theory, Coles",1.903650284,15.68746185
"Theory, Coles",1.90419209,15.69058514
"Theory, Coles",1.9047333,15.69370365
"Theory, Coles",1.905273795,15.6968174
"Theory, Coles",1.905813575,15.69992733
"Theory, Coles",1.906352758,15.70303345
"Theory, Coles",1.906891346,15.7061348
"Theory, Coles",1.907429099,15.70923138
"Theory, Coles",1.907966256,15.7123251
"Theory, Coles",1.908502817,15.71541309
"Theory, Coles",1.909038663,15.71849823
"Theory, Coles",1.909573793,15.7215786
"Theory, Coles",1.910108328,15.7246542
"Theory, Coles",1.910642147,15.72772694
"Theory, Coles",1.91117537,15.73079491
"Theory, Coles",1.911707878,15.73385811
"Theory, Coles",1.91223979,15.7369175
"Theory, Coles",1.912771106,15.73997307
"Theory, Coles",1.913301587,15.74302483
"Theory, Coles",1.913831592,15.74607182
"Theory, Coles",1.914360881,15.74911499
"Theory, Coles",1.914889574,15.75215435
"Theory, Coles",1.915417552,15.75518894
"Theory, Coles",1.915944934,15.75822067
"Theory, Coles",1.91647172,15.76124763
"Theory, Coles",1.91699779,15.76427078
"Theory, Coles",1.917523265,15.76728916
"Theory, Coles",1.918048024,15.77030468
"Theory, Coles",1.918572307,15.77331543
"Theory, Coles",1.919095874,15.77632236
"Theory, Coles",1.919618726,15.77932549
"Theory, Coles",1.920141101,15.78232479
"Theory, Coles",1.920662761,15.78531933
"Theory, Coles",1.921183825,15.788311
"Theory, Coles",1.921704173,15.79129791
"Theory, Coles",1.922224045,15.79428101
"Theory, Coles",1.922743201,15.79726028
"Theory, Coles",1.923261762,15.8002367
"Theory, Coles",1.923779726,15.80320835
"Theory, Coles",1.924297094,15.80617619
"Theory, Coles",1.924813747,15.80914021
"Theory, Coles",1.925329804,15.81209946
"Theory, Coles",1.925845265,15.81505585
"Theory, Coles",1.92636025,15.81800842
"Theory, Coles",1.926874518,15.82095718
"Theory, Coles",1.927388072,15.82390213
"Theory, Coles",1.927901149,15.82684326
"Theory, Coles",1.92841363,15.82978058
"Theory, Coles",1.928925395,15.83271408
"Theory, Coles",1.929436684,15.83564377
"Theory, Coles",1.929947257,15.83856964
"Theory, Coles",1.930457354,15.8414917
"Theory, Coles",1.930966735,15.8444109
"Theory, Coles",1.931475639,15.84732533
"Theory, Coles",1.931983829,15.85023594
"Theory, Coles",1.932491541,15.85314369
"Theory, Coles",1.932998538,15.85604763
"Theory, Coles",1.933505058,15.85894775
"Theory, Coles",1.934010863,15.86184406
"Theory, Coles",1.934516191,15.86473656
"Theory, Coles",1.935020924,15.86762524
"Theory, Coles",1.93552506,15.87051105
"Theory, Coles",1.9360286,15.87339306
"Theory, Coles",1.936531544,15.87627125
"Theory, Coles",1.937033892,15.87914562
"Theory, Coles",1.937535644,15.88201618
"Theory, Coles",1.938036799,15.88488388
"Theory, Coles",1.938537478,15.88774776
"Theory, Coles",1.939037561,15.89060783
"Theory, Coles",1.939537048,15.89346409
"Theory, Coles",1.940035939,15.89631748
"Theory, Coles",1.940534234,15.89916706
"Theory, Coles",1.941031933,15.90201283
"Theory, Coles",1.941529155,15.90485573
"Theory, Coles",1.942025781,15.90769482
"Theory, Coles",1.942521811,15.91053009
"Theory, Coles",1.943017364,15.91336155
"Theory, Coles",1.943512321,15.91619015
"Theory, Coles",1.944006681,15.91901493
"Theory, Coles",1.944500446,15.92183685
"Theory, Coles",1.944993615,15.92465496
"Theory, Coles",1.945486307,15.92746925
"Theory, Coles",1.945978403,15.93028069
"Theory, Coles",1.946470022,15.9330883
"Theory, Coles",1.946961045,15.93589306
"Theory, Coles",1.947451472,15.938694
"Theory, Coles",1.947941303,15.94149113
"Theory, Coles",1.948430657,15.94428539
"Theory, Coles",1.948919535,15.94707584
"Theory, Coles",1.949407816,15.94986343
"Theory, Coles",1.949895382,15.95264721
"Theory, Coles",1.95038259,15.95542812
"Theory, Coles",1.950869203,15.95820522
"Theory, Coles",1.951355338,15.96097946
"Theory, Coles",1.951840758,15.96374989
"Theory, Coles",1.952325702,15.96651745
"Theory, Coles",1.952810168,15.9692812
"Theory, Coles",1.953294158,15.97204208
"Theory, Coles",1.953777432,15.97479916
"Theory, Coles",1.95426023,15.97755337
"Theory, Coles",1.954742551,15.98030376
"Theory, Coles",1.955224276,15.9830513
"Theory, Coles",1.955705523,15.98579597
"Theory, Coles",1.956186175,15.98853683
"Theory, Coles",1.95666635,15.99127483
"Theory, Coles",1.957145929,15.99400902
"Theory, Coles",1.957625031,15.99674034
"Theory, Coles",1.958103657,15.99946785
"Theory, Coles",1.958581686,16.00219345
"Theory, Coles",1.959059119,16.00491524
"Theory, Coles",1.959536076,16.00763321
"Theory, Coles",1.960012555,16.01034737
"Theory, Coles",1.960488558,16.01305962
"Theory, Coles",1.960963964,16.01576996
"Theory, Coles",1.961438894,16.01847458
"Theory, Coles",1.961913228,16.02117729
"Theory, Coles",1.962387085,16.02387619
"Theory, Coles",1.962860465,16.02657318
"Theory, Coles",1.963333249,16.02926636
"Theory, Coles",1.963805556,16.03195572
"Theory, Coles",1.964277387,16.03464317
"Theory, Coles",1.964748621,16.03732681
"Theory, Coles",1.965219498,16.04000664
"Theory, Coles",1.965689778,16.04268456
"Theory, Coles",1.966159463,16.04535866
"Theory, Coles",1.966628671,16.04803085
"Theory, Coles",1.967097521,16.05069923
"Theory, Coles",1.967565775,16.0533638
"Theory, Coles",1.968033433,16.05602646
"Theory, Coles",1.968500733,16.0586853
"Theory, Coles",1.968967438,16.06134224
"Theory, Coles",1.969433665,16.06399536
"Theory, Coles",1.969899416,16.06664467
"Theory, Coles",1.970364571,16.06929207
"Theory, Coles",1.970829368,16.07193565
"Theory, Coles",1.971293569,16.07457733
"Theory, Coles",1.971757293,16.07721519
"Theory, Coles",1.97222054,16.07984924
"Theory, Coles",1.972683311,16.08248138
"Theory, Coles",1.973145604,16.08510971
"Theory, Coles",1.973607421,16.08773613
"Theory, Coles",1.974068642,16.09035873
"Theory, Coles",1.974529505,16.09297943
"Theory, Coles",1.974989772,16.09559631
"Theory, Coles",1.975449562,16.09821129
"Theory, Coles",1.975908875,16.10082245
"Theory, Coles",1.976367712,16.10342979
"Theory, Coles",1.976826072,16.10603523
"Theory, Coles",1.977283955,16.10863876
"Theory, Coles",1.977741361,16.11123848
"Theory, Coles",1.97819829,16.11383438
"Theory, Coles",1.978654742,16.11642838
"Theory, Coles",1.979110599,16.11902046
"Theory, Coles",1.979566097,16.12160873
"Theory, Coles",1.980021119,16.12419319
"Theory, Coles",1.980475664,16.12677574
"Theory, Coles",1.980929732,16.12935448
"Theory, Coles",1.981383324,16.1319313
"Theory, Coles",1.981836319,16.13450432
"Theory, Coles",1.982288957,16.13707542
"Theory, Coles",1.982741117,16.13964462
"Theory, Coles",1.983192801,16.14221001
"Theory, Coles",1.983644009,16.14477158
"Theory, Coles",1.984094739,16.14733124
"Theory, Coles",1.984545112,16.14988899
"Theory, Coles",1.984994888,16.15244293
"Theory, Coles",1.985444188,16.15499306
"Theory, Coles",1.98589313,16.15754318
"Theory, Coles",1.986341476,16.16008759
"Theory, Coles",1.986789465,16.16263199
"Theory, Coles",1.987236977,16.16517067
"Theory, Coles",1.987684011,16.16770935
"Theory, Coles",1.988130569,16.17024422
"Theory, Coles",1.988576651,16.17277527
"Theory, Coles",1.989022374,16.17530441
"Theory, Coles",1.989467621,16.17783165
"Theory, Coles",1.989912271,16.18035507
"Theory, Coles",1.990356565,16.18287659
"Theory, Coles",1.990800381,16.18539429
"Theory, Coles",1.991243839,16.18791008
"Theory, Coles",1.991686821,16.19042206
"Theory, Coles",1.992129207,16.19293213
"Theory, Coles",1.992571235,16.19544029
"Theory, Coles",1.993012905,16.19794464
"Theory, Coles",1.993453979,16.20044708
"Theory, Coles",1.993894696,16.20294762
"Theory, Coles",1.994334936,16.20544434
"Theory, Coles",1.994774699,16.20793724
"Theory, Coles",1.995213985,16.21043015
"Theory, Coles",1.995652914,16.21291733
"Theory, Coles",1.996091366,16.21540451
"Theory, Coles",1.99652946,16.21788788
"Theory, Coles",1.996966958,16.22036934
"Theory, Coles",1.997404099,16.22284698
"Theory, Coles",1.997840881,16.22532272
"Theory, Coles",1.998277068,16.22779655
"Theory, Coles",1.998712897,16.23026657
"Theory, Coles",1.99914825,16.23273468
"Theory, Coles",1.999583244,16.23519897
"Theory, Coles",2.000017643,16.23766136
"Theory, Coles",2.008617878,16.2861805
"Theory, Coles",2.017050982,16.33376503
"Theory, Coles",2.025323629,16.38045311
"Theory, Coles",2.033441544,16.42627716
"Theory, Coles",2.041410446,16.4712677
"Theory, Coles",2.049235821,16.51545715
"Theory, Coles",2.056922674,16.55887222
"Theory, Coles",2.064475775,16.60153961
"Theory, Coles",2.071899652,16.64348793
"Theory, Coles",2.079199076,16.68474007
"Theory, Coles",2.086377621,16.72531891
"Theory, Coles",2.093439341,16.76524544
"Theory, Coles",2.100388288,16.80454254
"Theory, Coles",2.107227802,16.84322929
"Theory, Coles",2.113960981,16.88132477
"Theory, Coles",2.12059164,16.91884613
"Theory, Coles",2.127122641,16.95581245
"Theory, Coles",2.133556604,16.99224091
"Theory, Coles",2.13989687,17.02814484
"Theory, Coles",2.146145821,17.06354141
"Theory, Coles",2.15230608,17.09844398
"Theory, Coles",2.15838027,17.13286781
"Theory, Coles",2.164370537,17.16682434
"Theory, Coles",2.170279503,17.20032883
"Theory, Coles",2.176109076,17.23339081
"Theory, Coles",2.181861401,17.26602364
"Theory, Coles",2.187538385,17.29823875
"Theory, Coles",2.193142414,17.33004761
"Theory, Coles",2.198674917,17.36145973
"Theory, Coles",2.204137802,17.39248466
"Theory, Coles",2.209532738,17.42313194
"Theory, Coles",2.214861631,17.45341301
"Theory, Coles",2.220125914,17.48333549
"Theory, Coles",2.225327015,17.51290703
"Theory, Coles",2.230466604,17.54213905
"Theory, Coles",2.235546112,17.57103729
"Theory, Coles",2.240566969,17.59960938
"Theory, Coles",2.245530367,17.62786293
"Theory, Coles",2.250437737,17.6558075
"Theory, Coles",2.25529027,17.68344688
"Theory, Coles",2.260089159,17.71079063
"Theory, Coles",2.264835596,17.73784256
"Theory, Coles",2.269530773,17.7646122
"Theory, Coles",2.274175644,17.79110336
"Theory, Coles",2.2787714,17.81732368
"Theory, Coles",2.283318996,17.84327698
"Theory, Coles",2.287819386,17.86897087
"Theory, Coles",2.29227376,17.89440918
"Theory, Coles",2.296682835,17.91959763
"Theory, Coles",2.301047802,17.94454002
"Theory, Coles",2.305369139,17.96924591
"Theory, Coles",2.309647799,17.99371529
"Theory, Coles",2.313884974,18.01795387
"Theory, Coles",2.318081141,18.04196739
"Theory, Coles",2.322237015,18.06575966
"Theory, Coles",2.32635355,18.0893364
"Theory, Coles",2.330431461,18.11269951
"Theory, Coles",2.334471464,18.13585281
"Theory, Coles",2.338474274,18.15880203
"Theory, Coles",2.342440367,18.18155098
"Theory, Coles",2.346370697,18.20410156
"Theory, Coles",2.350265741,18.2264576
"Theory, Coles",2.354126215,18.2486248
"Theory, Coles",2.357952595,18.27060509
"Theory, Coles",2.361745596,18.29240227
"Theory, Coles",2.365505695,18.31401825
"Theory, Coles",2.369233608,18.33545876
"Theory, Coles",2.372929811,18.35672379
"Theory, Coles",2.376594782,18.37781906
"Theory, Coles",2.380228996,18.39874458
"Theory, Coles",2.38383317,18.41950798
"Theory, Coles",2.387407541,18.44010735
"Theory, Coles",2.390952826,18.46054649
"Theory, Coles",2.3944695,18.48082924
"Theory, Coles",2.397957802,18.50095749
"Theory, Coles",2.401418209,18.52093315
"Theory, Coles",2.404851437,18.54076004
"Theory, Coles",2.408257723,18.56044006
"Theory, Coles",2.411637545,18.57997704
"Theory, Coles",2.41499114,18.59936905
"Theory, Coles",2.418318987,18.61862183
"Theory, Coles",2.421621561,18.63773727
"Theory, Coles",2.42489934,18.6567173
"Theory, Coles",2.428152561,18.6755619
"Theory, Coles",2.431381464,18.69427681
"Theory, Coles",2.434586525,18.71286201
"Theory, Coles",2.437768221,18.73131752
"Theory, Coles",2.44092679,18.74964905
"Theory, Coles",2.444062471,18.7678566
"Theory, Coles",2.447175741,18.78594208
"Theory, Coles",2.450266838,18.80390739
"Theory, Coles",2.453336,18.82175255
"Theory, Coles",2.456383705,18.83948326
"Theory, Coles",2.459410191,18.85709763
"Theory, Coles",2.462415695,18.87459946
"Theory, Coles",2.465400696,18.89198875
"Theory, Coles",2.468365192,18.90926743
"Theory, Coles",2.471309423,18.92643929
"Theory, Coles",2.474234104,18.94350243
"Theory, Coles",2.477138996,18.96046066
"Theory, Coles",2.480024576,18.977314
"Theory, Coles",2.482891321,18.99406433
"Theory, Coles",2.485739231,19.01071358
"Theory, Coles",2.488568544,19.02726364
"Theory, Coles",2.491379499,19.04371452
"Theory, Coles",2.494172335,19.06006813
"Theory, Coles",2.496947289,19.07632446
"Theory, Coles",2.499704838,19.09248734
"Theory, Coles",2.502444983,19.10855675
"Theory, Coles",2.505167723,19.12453461
"Theory, Coles",2.507873535,19.14041901
"Theory, Coles",2.510562658,19.15621567
"Theory, Coles",2.513235331,19.17192268
"Theory, Coles",2.515891552,19.18754196
"Theory, Coles",2.518531799,19.20307541
"Theory, Coles",2.521155834,19.21852303
"Theory, Coles",2.523764133,19.23388481
"Theory, Coles",2.526356936,19.24916458
"Theory, Coles",2.528934479,19.26436234
"Theory, Coles",2.531496763,19.27947807
"Theory, Coles",2.534043789,19.29451561
"Theory, Coles",2.536576271,19.30947113
"Theory, Coles",2.539093733,19.32435036
"Theory, Coles",2.541596889,19.33915138
"Theory, Coles",2.544085741,19.35387611
"Theory, Coles",2.546560287,19.36852455
"Theory, Coles",2.549021006,19.38310051
"Theory, Coles",2.551467657,19.39760017
"Theory, Coles",2.553900719,19.41202927
"Theory, Coles",2.55632019,19.42638588
"Theory, Coles",2.558726311,19.44067001
