zone,x,skinfr,5percenterror
"theory 1, White 6-112a",1.93,0.00237365,0.000118682
"theory 1, White 6-112a",1.932,0.00237316,0.000118658
"theory 1, White 6-112a",1.934,0.00237266,0.000118633
"theory 1, White 6-112a",1.936,0.00237217,0.000118609
"theory 1, White 6-112a",1.938,0.00237168,0.000118584
"theory 1, White 6-112a",1.94,0.0023712,0.00011856
"theory 1, White 6-112a",1.942,0.00237071,0.000118535
"theory 1, White 6-112a",1.944,0.00237022,0.000118511
"theory 1, White 6-112a",1.946,0.00236973,0.000118487
"theory 1, White 6-112a",1.948,0.00236924,0.000118462
"theory 1, White 6-112a",1.95,0.00236876,0.000118438
"theory 1, White 6-112a",1.952,0.00236827,0.000118414
"theory 1, White 6-112a",1.954,0.00236779,0.000118389
"theory 1, White 6-112a",1.956,0.0023673,0.000118365
"theory 1, White 6-112a",1.958,0.00236682,0.000118341
"theory 1, White 6-112a",1.96,0.00236634,0.000118317
"theory 1, White 6-112a",1.962,0.00236585,0.000118293
"theory 1, White 6-112a",1.964,0.00236537,0.000118269
"theory 1, White 6-112a",1.966,0.00236489,0.000118245
"theory 1, White 6-112a",1.968,0.00236441,0.00011822
"theory 1, White 6-112a",1.97,0.00236393,0.000118196
"theory 1, White 6-112a",1.972,0.00236345,0.000118172
"theory 1, White 6-112a",1.974,0.00236297,0.000118149
"theory 1, White 6-112a",1.976,0.00236249,0.000118125
"theory 1, White 6-112a",1.978,0.00236201,0.000118101
"theory 1, White 6-112a",1.98,0.00236154,0.000118077
"theory 1, White 6-112a",1.982,0.00236106,0.000118053
"theory 1, White 6-112a",1.984,0.00236058,0.000118029
"theory 1, White 6-112a",1.986,0.00236011,0.000118005
"theory 1, White 6-112a",1.988,0.00235963,0.000117982
"theory 1, White 6-112a",1.99,0.00235916,0.000117958
"theory 1, White 6-112a",1.992,0.00235868,0.000117934
"theory 1, White 6-112a",1.994,0.00235821,0.000117911
"theory 1, White 6-112a",1.996,0.00235774,0.000117887
"theory 1, White 6-112a",1.998,0.00235727,0.000117863
"theory 1, White 6-112a",2.0,0.00235679,0.00011784
"theory 2, White 6-121",0.002,0.00697483,0.000348741
"theory 2, White 6-121",0.004,0.00631725,0.000315863
"theory 2, White 6-121",0.006,0.00596172,0.000298086
"theory 2, White 6-121",0.008,0.00572167,0.000286084
"theory 2, White 6-121",0.01,0.00554215,0.000277108
"theory 2, White 6-121",0.012,0.00539966,0.000269983
"theory 2, White 6-121",0.014,0.00528205,0.000264103
"theory 2, White 6-121",0.016,0.00518224,0.000259112
"theory 2, White 6-121",0.018,0.00509578,0.000254789
"theory 2, White 6-121",0.02,0.00501965,0.000250982
"theory 2, White 6-121",0.022,0.00495176,0.000247588
"theory 2, White 6-121",0.024,0.00489059,0.00024453
"theory 2, White 6-121",0.026,0.00483499,0.000241749
"theory 2, White 6-121",0.028,0.00478407,0.000239203
"theory 2, White 6-121",0.03,0.00473715,0.000236857
"theory 2, White 6-121",0.032,0.00469367,0.000234684
"theory 2, White 6-121",0.034,0.0046532,0.00023266
"theory 2, White 6-121",0.036,0.00461536,0.000230768
"theory 2, White 6-121",0.038,0.00457984,0.000228992
"theory 2, White 6-121",0.04,0.00454641,0.00022732
"theory 2, White 6-121",0.042,0.00451483,0.000225741
"theory 2, White 6-121",0.044,0.00448492,0.000224246
"theory 2, White 6-121",0.046,0.00445653,0.000222827
"theory 2, White 6-121",0.048,0.00442952,0.000221476
"theory 2, White 6-121",0.05,0.00440376,0.000220188
"theory 2, White 6-121",0.052,0.00437915,0.000218958
"theory 2, White 6-121",0.054,0.00435561,0.00021778
"theory 2, White 6-121",0.056,0.00433304,0.000216652
"theory 2, White 6-121",0.058,0.00431137,0.000215568
"theory 2, White 6-121",0.06,0.00429054,0.000214527
"theory 2, White 6-121",0.062,0.00427049,0.000213524
"theory 2, White 6-121",0.064,0.00425116,0.000212558
"theory 2, White 6-121",0.066,0.00423251,0.000211626
"theory 2, White 6-121",0.068,0.0042145,0.000210725
"theory 2, White 6-121",0.07,0.00419709,0.000209854
"theory 2, White 6-121",0.072,0.00418023,0.000209011
"theory 2, White 6-121",0.074,0.0041639,0.000208195
"theory 2, White 6-121",0.076,0.00414806,0.000207403
"theory 2, White 6-121",0.078,0.0041327,0.000206635
"theory 2, White 6-121",0.08,0.00411778,0.000205889
"theory 2, White 6-121",0.082,0.00410328,0.000205164
"theory 2, White 6-121",0.084,0.00408918,0.000204459
"theory 2, White 6-121",0.086,0.00407545,0.000203773
"theory 2, White 6-121",0.088,0.00406209,0.000203105
"theory 2, White 6-121",0.09,0.00404907,0.000202454
"theory 2, White 6-121",0.092,0.00403638,0.000201819
"theory 2, White 6-121",0.094,0.004024,0.0002012
"theory 2, White 6-121",0.096,0.00401191,0.000200596
"theory 2, White 6-121",0.098,0.00400011,0.000200006
"theory 2, White 6-121",0.1,0.00398858,0.000199429
"theory 2, White 6-121",0.102,0.00397731,0.000198866
"theory 2, White 6-121",0.104,0.0039663,0.000198315
"theory 2, White 6-121",0.106,0.00395552,0.000197776
"theory 2, White 6-121",0.108,0.00394497,0.000197248
"theory 2, White 6-121",0.11,0.00393464,0.000196732
"theory 2, White 6-121",0.112,0.00392453,0.000196226
"theory 2, White 6-121",0.114,0.00391462,0.000195731
"theory 2, White 6-121",0.116,0.0039049,0.000195245
"theory 2, White 6-121",0.118,0.00389538,0.000194769
"theory 2, White 6-121",0.12,0.00388603,0.000194302
"theory 2, White 6-121",0.122,0.00387687,0.000193843
"theory 2, White 6-121",0.124,0.00386787,0.000193394
"theory 2, White 6-121",0.126,0.00385904,0.000192952
"theory 2, White 6-121",0.128,0.00385037,0.000192519
"theory 2, White 6-121",0.13,0.00384185,0.000192093
"theory 2, White 6-121",0.132,0.00383348,0.000191674
"theory 2, White 6-121",0.134,0.00382525,0.000191263
"theory 2, White 6-121",0.136,0.00381717,0.000190858
"theory 2, White 6-121",0.138,0.00380921,0.000190461
"theory 2, White 6-121",0.14,0.00380139,0.00019007
"theory 2, White 6-121",0.142,0.0037937,0.000189685
"theory 2, White 6-121",0.144,0.00378612,0.000189306
"theory 2, White 6-121",0.146,0.00377867,0.000188934
"theory 2, White 6-121",0.148,0.00377133,0.000188567
"theory 2, White 6-121",0.15,0.00376411,0.000188205
"theory 2, White 6-121",0.152,0.00375699,0.00018785
"theory 2, White 6-121",0.154,0.00374998,0.000187499
"theory 2, White 6-121",0.156,0.00374308,0.000187154
"theory 2, White 6-121",0.158,0.00373627,0.000186814
"theory 2, White 6-121",0.16,0.00372956,0.000186478
"theory 2, White 6-121",0.162,0.00372295,0.000186147
"theory 2, White 6-121",0.164,0.00371643,0.000185821
"theory 2, White 6-121",0.166,0.00371,0.0001855
"theory 2, White 6-121",0.168,0.00370366,0.000185183
"theory 2, White 6-121",0.17,0.0036974,0.00018487
"theory 2, White 6-121",0.172,0.00369123,0.000184561
"theory 2, White 6-121",0.174,0.00368514,0.000184257
"theory 2, White 6-121",0.176,0.00367913,0.000183956
"theory 2, White 6-121",0.178,0.00367319,0.00018366
"theory 2, White 6-121",0.18,0.00366733,0.000183367
"theory 2, White 6-121",0.182,0.00366155,0.000183077
"theory 2, White 6-121",0.184,0.00365584,0.000182792
"theory 2, White 6-121",0.186,0.00365019,0.00018251
"theory 2, White 6-121",0.188,0.00364462,0.000182231
"theory 2, White 6-121",0.19,0.00363911,0.000181956
"theory 2, White 6-121",0.192,0.00363367,0.000181684
"theory 2, White 6-121",0.194,0.0036283,0.000181415
"theory 2, White 6-121",0.196,0.00362299,0.000181149
"theory 2, White 6-121",0.198,0.00361774,0.000180887
"theory 2, White 6-121",0.2,0.00361255,0.000180627
"theory 2, White 6-121",0.202,0.00360741,0.000180371
"theory 2, White 6-121",0.204,0.00360234,0.000180117
"theory 2, White 6-121",0.206,0.00359732,0.000179866
"theory 2, White 6-121",0.208,0.00359236,0.000179618
"theory 2, White 6-121",0.21,0.00358745,0.000179373
"theory 2, White 6-121",0.212,0.0035826,0.00017913
"theory 2, White 6-121",0.214,0.0035778,0.00017889
"theory 2, White 6-121",0.216,0.00357304,0.000178652
"theory 2, White 6-121",0.218,0.00356834,0.000178417
"theory 2, White 6-121",0.22,0.00356369,0.000178185
"theory 2, White 6-121",0.222,0.00355909,0.000177954
"theory 2, White 6-121",0.224,0.00355453,0.000177726
"theory 2, White 6-121",0.226,0.00355002,0.000177501
"theory 2, White 6-121",0.228,0.00354555,0.000177278
"theory 2, White 6-121",0.23,0.00354113,0.000177057
"theory 2, White 6-121",0.232,0.00353675,0.000176838
"theory 2, White 6-121",0.234,0.00353242,0.000176621
"theory 2, White 6-121",0.236,0.00352813,0.000176406
"theory 2, White 6-121",0.238,0.00352388,0.000176194
"theory 2, White 6-121",0.24,0.00351967,0.000175983
"theory 2, White 6-121",0.242,0.0035155,0.000175775
"theory 2, White 6-121",0.244,0.00351137,0.000175568
"theory 2, White 6-121",0.246,0.00350727,0.000175364
"theory 2, White 6-121",0.248,0.00350322,0.000175161
"theory 2, White 6-121",0.25,0.0034992,0.00017496
"theory 2, White 6-121",0.252,0.00349522,0.000174761
"theory 2, White 6-121",0.254,0.00349127,0.000174564
"theory 2, White 6-121",0.256,0.00348736,0.000174368
"theory 2, White 6-121",0.258,0.00348349,0.000174174
"theory 2, White 6-121",0.26,0.00347965,0.000173982
"theory 2, White 6-121",0.262,0.00347584,0.000173792
"theory 2, White 6-121",0.264,0.00347207,0.000173603
"theory 2, White 6-121",0.266,0.00346833,0.000173416
"theory 2, White 6-121",0.268,0.00346462,0.000173231
"theory 2, White 6-121",0.27,0.00346094,0.000173047
"theory 2, White 6-121",0.272,0.00345729,0.000172865
"theory 2, White 6-121",0.274,0.00345367,0.000172684
"theory 2, White 6-121",0.276,0.00345009,0.000172504
"theory 2, White 6-121",0.278,0.00344653,0.000172327
"theory 2, White 6-121",0.28,0.003443,0.00017215
"theory 2, White 6-121",0.282,0.0034395,0.000171975
"theory 2, White 6-121",0.284,0.00343603,0.000171802
"theory 2, White 6-121",0.286,0.00343259,0.00017163
"theory 2, White 6-121",0.288,0.00342918,0.000171459
"theory 2, White 6-121",0.29,0.00342579,0.000171289
"theory 2, White 6-121",0.292,0.00342242,0.000171121
"theory 2, White 6-121",0.294,0.00341909,0.000170954
"theory 2, White 6-121",0.296,0.00341578,0.000170789
"theory 2, White 6-121",0.298,0.00341249,0.000170625
"theory 2, White 6-121",0.3,0.00340924,0.000170462
"theory 2, White 6-121",0.302,0.003406,0.0001703
"theory 2, White 6-121",0.304,0.00340279,0.00017014
"theory 2, White 6-121",0.306,0.0033996,0.00016998
"theory 2, White 6-121",0.308,0.00339644,0.000169822
"theory 2, White 6-121",0.31,0.0033933,0.000169665
"theory 2, White 6-121",0.312,0.00339019,0.000169509
"theory 2, White 6-121",0.314,0.00338709,0.000169355
"theory 2, White 6-121",0.316,0.00338402,0.000169201
"theory 2, White 6-121",0.318,0.00338097,0.000169049
"theory 2, White 6-121",0.32,0.00337795,0.000168897
"theory 2, White 6-121",0.322,0.00337494,0.000168747
"theory 2, White 6-121",0.324,0.00337196,0.000168598
"theory 2, White 6-121",0.326,0.00336899,0.00016845
"theory 2, White 6-121",0.328,0.00336605,0.000168303
"theory 2, White 6-121",0.33,0.00336313,0.000168156
"theory 2, White 6-121",0.332,0.00336023,0.000168011
"theory 2, White 6-121",0.334,0.00335735,0.000167867
"theory 2, White 6-121",0.336,0.00335448,0.000167724
"theory 2, White 6-121",0.338,0.00335164,0.000167582
"theory 2, White 6-121",0.34,0.00334882,0.000167441
"theory 2, White 6-121",0.342,0.00334601,0.000167301
"theory 2, White 6-121",0.344,0.00334323,0.000167161
"theory 2, White 6-121",0.346,0.00334046,0.000167023
"theory 2, White 6-121",0.348,0.00333771,0.000166885
"theory 2, White 6-121",0.35,0.00333498,0.000166749
"theory 2, White 6-121",0.352,0.00333226,0.000166613
"theory 2, White 6-121",0.354,0.00332957,0.000166478
"theory 2, White 6-121",0.356,0.00332689,0.000166344
"theory 2, White 6-121",0.358,0.00332423,0.000166211
"theory 2, White 6-121",0.36,0.00332158,0.000166079
"theory 2, White 6-121",0.362,0.00331896,0.000165948
"theory 2, White 6-121",0.364,0.00331634,0.000165817
"theory 2, White 6-121",0.366,0.00331375,0.000165687
"theory 2, White 6-121",0.368,0.00331117,0.000165558
"theory 2, White 6-121",0.37,0.00330861,0.00016543
"theory 2, White 6-121",0.372,0.00330606,0.000165303
"theory 2, White 6-121",0.374,0.00330353,0.000165176
"theory 2, White 6-121",0.376,0.00330101,0.000165051
"theory 2, White 6-121",0.378,0.00329851,0.000164926
"theory 2, White 6-121",0.38,0.00329603,0.000164801
"theory 2, White 6-121",0.382,0.00329356,0.000164678
"theory 2, White 6-121",0.384,0.0032911,0.000164555
"theory 2, White 6-121",0.386,0.00328866,0.000164433
"theory 2, White 6-121",0.388,0.00328623,0.000164312
"theory 2, White 6-121",0.39,0.00328382,0.000164191
"theory 2, White 6-121",0.392,0.00328142,0.000164071
"theory 2, White 6-121",0.394,0.00327903,0.000163952
"theory 2, White 6-121",0.396,0.00327666,0.000163833
"theory 2, White 6-121",0.398,0.00327431,0.000163715
"theory 2, White 6-121",0.4,0.00327196,0.000163598
"theory 2, White 6-121",0.402,0.00326963,0.000163482
"theory 2, White 6-121",0.404,0.00326731,0.000163366
"theory 2, White 6-121",0.406,0.00326501,0.00016325
"theory 2, White 6-121",0.408,0.00326272,0.000163136
"theory 2, White 6-121",0.41,0.00326044,0.000163022
"theory 2, White 6-121",0.412,0.00325817,0.000162909
"theory 2, White 6-121",0.414,0.00325592,0.000162796
"theory 2, White 6-121",0.416,0.00325368,0.000162684
"theory 2, White 6-121",0.418,0.00325145,0.000162573
"theory 2, White 6-121",0.42,0.00324923,0.000162462
"theory 2, White 6-121",0.422,0.00324703,0.000162352
"theory 2, White 6-121",0.424,0.00324484,0.000162242
"theory 2, White 6-121",0.426,0.00324266,0.000162133
"theory 2, White 6-121",0.428,0.00324049,0.000162024
"theory 2, White 6-121",0.43,0.00323833,0.000161917
"theory 2, White 6-121",0.432,0.00323618,0.000161809
"theory 2, White 6-121",0.434,0.00323405,0.000161702
"theory 2, White 6-121",0.436,0.00323193,0.000161596
"theory 2, White 6-121",0.438,0.00322981,0.000161491
"theory 2, White 6-121",0.44,0.00322771,0.000161386
"theory 2, White 6-121",0.442,0.00322562,0.000161281
"theory 2, White 6-121",0.444,0.00322354,0.000161177
"theory 2, White 6-121",0.446,0.00322147,0.000161074
"theory 2, White 6-121",0.448,0.00321941,0.000160971
"theory 2, White 6-121",0.45,0.00321737,0.000160868
"theory 2, White 6-121",0.452,0.00321533,0.000160766
"theory 2, White 6-121",0.454,0.0032133,0.000160665
"theory 2, White 6-121",0.456,0.00321128,0.000160564
"theory 2, White 6-121",0.458,0.00320928,0.000160464
"theory 2, White 6-121",0.46,0.00320728,0.000160364
"theory 2, White 6-121",0.462,0.00320529,0.000160265
"theory 2, White 6-121",0.464,0.00320332,0.000160166
"theory 2, White 6-121",0.466,0.00320135,0.000160067
"theory 2, White 6-121",0.468,0.00319939,0.000159969
"theory 2, White 6-121",0.47,0.00319744,0.000159872
"theory 2, White 6-121",0.472,0.0031955,0.000159775
"theory 2, White 6-121",0.474,0.00319357,0.000159679
"theory 2, White 6-121",0.476,0.00319165,0.000159583
"theory 2, White 6-121",0.478,0.00318974,0.000159487
"theory 2, White 6-121",0.48,0.00318784,0.000159392
"theory 2, White 6-121",0.482,0.00318595,0.000159297
"theory 2, White 6-121",0.484,0.00318406,0.000159203
"theory 2, White 6-121",0.486,0.00318219,0.000159109
"theory 2, White 6-121",0.488,0.00318032,0.000159016
"theory 2, White 6-121",0.49,0.00317846,0.000158923
"theory 2, White 6-121",0.492,0.00317661,0.000158831
"theory 2, White 6-121",0.494,0.00317477,0.000158739
"theory 2, White 6-121",0.496,0.00317294,0.000158647
"theory 2, White 6-121",0.498,0.00317112,0.000158556
"theory 2, White 6-121",0.5,0.0031693,0.000158465
"theory 2, White 6-121",0.502,0.0031675,0.000158375
"theory 2, White 6-121",0.504,0.0031657,0.000158285
"theory 2, White 6-121",0.506,0.00316391,0.000158195
"theory 2, White 6-121",0.508,0.00316212,0.000158106
"theory 2, White 6-121",0.51,0.00316035,0.000158017
"theory 2, White 6-121",0.512,0.00315858,0.000157929
"theory 2, White 6-121",0.514,0.00315682,0.000157841
"theory 2, White 6-121",0.516,0.00315507,0.000157754
"theory 2, White 6-121",0.518,0.00315333,0.000157666
"theory 2, White 6-121",0.52,0.00315159,0.00015758
"theory 2, White 6-121",0.522,0.00314987,0.000157493
"theory 2, White 6-121",0.524,0.00314815,0.000157407
"theory 2, White 6-121",0.526,0.00314643,0.000157322
"theory 2, White 6-121",0.528,0.00314473,0.000157236
"theory 2, White 6-121",0.53,0.00314303,0.000157151
"theory 2, White 6-121",0.532,0.00314134,0.000157067
"theory 2, White 6-121",0.534,0.00313966,0.000156983
"theory 2, White 6-121",0.536,0.00313798,0.000156899
"theory 2, White 6-121",0.538,0.00313631,0.000156815
"theory 2, White 6-121",0.54,0.00313465,0.000156732
"theory 2, White 6-121",0.542,0.00313299,0.00015665
"theory 2, White 6-121",0.544,0.00313134,0.000156567
"theory 2, White 6-121",0.546,0.0031297,0.000156485
"theory 2, White 6-121",0.548,0.00312807,0.000156403
"theory 2, White 6-121",0.55,0.00312644,0.000156322
"theory 2, White 6-121",0.552,0.00312482,0.000156241
"theory 2, White 6-121",0.554,0.00312321,0.00015616
"theory 2, White 6-121",0.556,0.0031216,0.00015608
"theory 2, White 6-121",0.558,0.00312,0.000156
"theory 2, White 6-121",0.56,0.0031184,0.00015592
"theory 2, White 6-121",0.562,0.00311682,0.000155841
"theory 2, White 6-121",0.564,0.00311523,0.000155762
"theory 2, White 6-121",0.566,0.00311366,0.000155683
"theory 2, White 6-121",0.568,0.00311209,0.000155605
"theory 2, White 6-121",0.57,0.00311053,0.000155526
"theory 2, White 6-121",0.572,0.00310897,0.000155449
"theory 2, White 6-121",0.574,0.00310742,0.000155371
"theory 2, White 6-121",0.576,0.00310588,0.000155294
"theory 2, White 6-121",0.578,0.00310434,0.000155217
"theory 2, White 6-121",0.58,0.00310281,0.00015514
"theory 2, White 6-121",0.582,0.00310128,0.000155064
"theory 2, White 6-121",0.584,0.00309976,0.000154988
"theory 2, White 6-121",0.586,0.00309825,0.000154913
"theory 2, White 6-121",0.588,0.00309674,0.000154837
"theory 2, White 6-121",0.59,0.00309524,0.000154762
"theory 2, White 6-121",0.592,0.00309375,0.000154687
"theory 2, White 6-121",0.594,0.00309226,0.000154613
"theory 2, White 6-121",0.596,0.00309077,0.000154539
"theory 2, White 6-121",0.598,0.00308929,0.000154465
"theory 2, White 6-121",0.6,0.00308782,0.000154391
"theory 2, White 6-121",0.602,0.00308635,0.000154318
"theory 2, White 6-121",0.604,0.00308489,0.000154244
"theory 2, White 6-121",0.606,0.00308343,0.000154172
"theory 2, White 6-121",0.608,0.00308198,0.000154099
"theory 2, White 6-121",0.61,0.00308054,0.000154027
"theory 2, White 6-121",0.612,0.0030791,0.000153955
"theory 2, White 6-121",0.614,0.00307766,0.000153883
"theory 2, White 6-121",0.616,0.00307623,0.000153812
"theory 2, White 6-121",0.618,0.00307481,0.00015374
"theory 2, White 6-121",0.62,0.00307339,0.000153669
"theory 2, White 6-121",0.622,0.00307197,0.000153599
"theory 2, White 6-121",0.624,0.00307057,0.000153528
"theory 2, White 6-121",0.626,0.00306916,0.000153458
"theory 2, White 6-121",0.628,0.00306776,0.000153388
"theory 2, White 6-121",0.63,0.00306637,0.000153319
"theory 2, White 6-121",0.632,0.00306498,0.000153249
"theory 2, White 6-121",0.634,0.0030636,0.00015318
"theory 2, White 6-121",0.636,0.00306222,0.000153111
"theory 2, White 6-121",0.638,0.00306085,0.000153042
"theory 2, White 6-121",0.64,0.00305948,0.000152974
"theory 2, White 6-121",0.642,0.00305812,0.000152906
"theory 2, White 6-121",0.644,0.00305676,0.000152838
"theory 2, White 6-121",0.646,0.0030554,0.00015277
"theory 2, White 6-121",0.648,0.00305406,0.000152703
"theory 2, White 6-121",0.65,0.00305271,0.000152636
"theory 2, White 6-121",0.652,0.00305137,0.000152569
"theory 2, White 6-121",0.654,0.00305004,0.000152502
"theory 2, White 6-121",0.656,0.00304871,0.000152435
"theory 2, White 6-121",0.658,0.00304738,0.000152369
"theory 2, White 6-121",0.66,0.00304606,0.000152303
"theory 2, White 6-121",0.662,0.00304474,0.000152237
"theory 2, White 6-121",0.664,0.00304343,0.000152172
"theory 2, White 6-121",0.666,0.00304212,0.000152106
"theory 2, White 6-121",0.668,0.00304082,0.000152041
"theory 2, White 6-121",0.67,0.00303952,0.000151976
"theory 2, White 6-121",0.672,0.00303823,0.000151911
"theory 2, White 6-121",0.674,0.00303694,0.000151847
"theory 2, White 6-121",0.676,0.00303565,0.000151783
"theory 2, White 6-121",0.678,0.00303437,0.000151719
"theory 2, White 6-121",0.68,0.0030331,0.000151655
"theory 2, White 6-121",0.682,0.00303182,0.000151591
"theory 2, White 6-121",0.684,0.00303056,0.000151528
"theory 2, White 6-121",0.686,0.00302929,0.000151465
"theory 2, White 6-121",0.688,0.00302803,0.000151402
"theory 2, White 6-121",0.69,0.00302678,0.000151339
"theory 2, White 6-121",0.692,0.00302553,0.000151276
"theory 2, White 6-121",0.694,0.00302428,0.000151214
"theory 2, White 6-121",0.696,0.00302304,0.000151152
"theory 2, White 6-121",0.698,0.0030218,0.00015109
"theory 2, White 6-121",0.7,0.00302056,0.000151028
"theory 2, White 6-121",0.702,0.00301933,0.000150967
"theory 2, White 6-121",0.704,0.0030181,0.000150905
"theory 2, White 6-121",0.706,0.00301688,0.000150844
"theory 2, White 6-121",0.708,0.00301566,0.000150783
"theory 2, White 6-121",0.71,0.00301445,0.000150722
"theory 2, White 6-121",0.712,0.00301324,0.000150662
"theory 2, White 6-121",0.714,0.00301203,0.000150601
"theory 2, White 6-121",0.716,0.00301083,0.000150541
"theory 2, White 6-121",0.718,0.00300963,0.000150481
"theory 2, White 6-121",0.72,0.00300843,0.000150422
"theory 2, White 6-121",0.722,0.00300724,0.000150362
"theory 2, White 6-121",0.724,0.00300605,0.000150303
"theory 2, White 6-121",0.726,0.00300487,0.000150243
"theory 2, White 6-121",0.728,0.00300369,0.000150184
"theory 2, White 6-121",0.73,0.00300251,0.000150125
"theory 2, White 6-121",0.732,0.00300133,0.000150067
"theory 2, White 6-121",0.734,0.00300017,0.000150008
"theory 2, White 6-121",0.736,0.002999,0.00014995
"theory 2, White 6-121",0.738,0.00299784,0.000149892
"theory 2, White 6-121",0.74,0.00299668,0.000149834
"theory 2, White 6-121",0.742,0.00299552,0.000149776
"theory 2, White 6-121",0.744,0.00299437,0.000149719
"theory 2, White 6-121",0.746,0.00299322,0.000149661
"theory 2, White 6-121",0.748,0.00299208,0.000149604
"theory 2, White 6-121",0.75,0.00299094,0.000149547
"theory 2, White 6-121",0.752,0.0029898,0.00014949
"theory 2, White 6-121",0.754,0.00298866,0.000149433
"theory 2, White 6-121",0.756,0.00298753,0.000149377
"theory 2, White 6-121",0.758,0.00298641,0.00014932
"theory 2, White 6-121",0.76,0.00298528,0.000149264
"theory 2, White 6-121",0.762,0.00298416,0.000149208
"theory 2, White 6-121",0.764,0.00298304,0.000149152
"theory 2, White 6-121",0.766,0.00298193,0.000149097
"theory 2, White 6-121",0.768,0.00298082,0.000149041
"theory 2, White 6-121",0.77,0.00297971,0.000148986
"theory 2, White 6-121",0.772,0.00297861,0.00014893
"theory 2, White 6-121",0.774,0.00297751,0.000148875
"theory 2, White 6-121",0.776,0.00297641,0.000148821
"theory 2, White 6-121",0.778,0.00297532,0.000148766
"theory 2, White 6-121",0.78,0.00297423,0.000148711
"theory 2, White 6-121",0.782,0.00297314,0.000148657
"theory 2, White 6-121",0.784,0.00297205,0.000148603
"theory 2, White 6-121",0.786,0.00297097,0.000148549
"theory 2, White 6-121",0.788,0.00296989,0.000148495
"theory 2, White 6-121",0.79,0.00296882,0.000148441
"theory 2, White 6-121",0.792,0.00296775,0.000148387
"theory 2, White 6-121",0.794,0.00296668,0.000148334
"theory 2, White 6-121",0.796,0.00296561,0.000148281
"theory 2, White 6-121",0.798,0.00296455,0.000148227
"theory 2, White 6-121",0.8,0.00296349,0.000148174
"theory 2, White 6-121",0.802,0.00296243,0.000148122
"theory 2, White 6-121",0.804,0.00296138,0.000148069
"theory 2, White 6-121",0.806,0.00296033,0.000148016
"theory 2, White 6-121",0.808,0.00295928,0.000147964
"theory 2, White 6-121",0.81,0.00295823,0.000147912
"theory 2, White 6-121",0.812,0.00295719,0.00014786
"theory 2, White 6-121",0.814,0.00295615,0.000147808
"theory 2, White 6-121",0.816,0.00295512,0.000147756
"theory 2, White 6-121",0.818,0.00295408,0.000147704
"theory 2, White 6-121",0.82,0.00295305,0.000147653
"theory 2, White 6-121",0.822,0.00295202,0.000147601
"theory 2, White 6-121",0.824,0.002951,0.00014755
"theory 2, White 6-121",0.826,0.00294998,0.000147499
"theory 2, White 6-121",0.828,0.00294896,0.000147448
"theory 2, White 6-121",0.83,0.00294794,0.000147397
"theory 2, White 6-121",0.832,0.00294693,0.000147346
"theory 2, White 6-121",0.834,0.00294592,0.000147296
"theory 2, White 6-121",0.836,0.00294491,0.000147246
"theory 2, White 6-121",0.838,0.00294391,0.000147195
"theory 2, White 6-121",0.84,0.0029429,0.000147145
"theory 2, White 6-121",0.842,0.0029419,0.000147095
"theory 2, White 6-121",0.844,0.00294091,0.000147045
"theory 2, White 6-121",0.846,0.00293991,0.000146996
"theory 2, White 6-121",0.848,0.00293892,0.000146946
"theory 2, White 6-121",0.85,0.00293793,0.000146897
"theory 2, White 6-121",0.852,0.00293695,0.000146847
"theory 2, White 6-121",0.854,0.00293596,0.000146798
"theory 2, White 6-121",0.856,0.00293498,0.000146749
"theory 2, White 6-121",0.858,0.002934,0.0001467
"theory 2, White 6-121",0.86,0.00293303,0.000146651
"theory 2, White 6-121",0.862,0.00293205,0.000146603
"theory 2, White 6-121",0.864,0.00293108,0.000146554
"theory 2, White 6-121",0.866,0.00293012,0.000146506
"theory 2, White 6-121",0.868,0.00292915,0.000146457
"theory 2, White 6-121",0.87,0.00292819,0.000146409
"theory 2, White 6-121",0.872,0.00292723,0.000146361
"theory 2, White 6-121",0.874,0.00292627,0.000146313
"theory 2, White 6-121",0.876,0.00292531,0.000146266
"theory 2, White 6-121",0.878,0.00292436,0.000146218
"theory 2, White 6-121",0.88,0.00292341,0.00014617
"theory 2, White 6-121",0.882,0.00292246,0.000146123
"theory 2, White 6-121",0.884,0.00292152,0.000146076
"theory 2, White 6-121",0.886,0.00292057,0.000146029
"theory 2, White 6-121",0.888,0.00291963,0.000145982
"theory 2, White 6-121",0.89,0.00291869,0.000145935
"theory 2, White 6-121",0.892,0.00291776,0.000145888
"theory 2, White 6-121",0.894,0.00291683,0.000145841
"theory 2, White 6-121",0.896,0.00291589,0.000145795
"theory 2, White 6-121",0.898,0.00291497,0.000145748
"theory 2, White 6-121",0.9,0.00291404,0.000145702
"theory 2, White 6-121",0.902,0.00291312,0.000145656
"theory 2, White 6-121",0.904,0.00291219,0.00014561
"theory 2, White 6-121",0.906,0.00291127,0.000145564
"theory 2, White 6-121",0.908,0.00291036,0.000145518
"theory 2, White 6-121",0.91,0.00290944,0.000145472
"theory 2, White 6-121",0.912,0.00290853,0.000145427
"theory 2, White 6-121",0.914,0.00290762,0.000145381
"theory 2, White 6-121",0.916,0.00290671,0.000145336
"theory 2, White 6-121",0.918,0.00290581,0.00014529
"theory 2, White 6-121",0.92,0.0029049,0.000145245
"theory 2, White 6-121",0.922,0.002904,0.0001452
"theory 2, White 6-121",0.924,0.0029031,0.000145155
