X,Y,Z,Cf,Cfx,Cfy,Cfz,Ds,Theta,Pixels/in
-7.7631,3.4246,0.04638,0.00154,0.0006,0.0014,0.0,5.66,37.58,146.4
-7.7625,0.684,0.25735,0.00084,-0.0002,0.0008,-0.0001,14.91,45.41,149.88
-7.7441,-5.8965,0.0458,0.0096,0.0051,-0.0082,0.0,7.64,10.13,90.68
-7.7311,1.9127,0.18881,0.0013,-0.0001,0.0013,-0.0002,22.65,45.7,147.25
-7.6746,-2.7793,0.1282,0.0015,0.0003,-0.0015,-0.0001,5.86,41.45,153.09
-7.6629,-3.0832,0.09749,0.00166,0.0003,-0.0016,-0.0001,6.2,37.35,148.68
-7.6463,-5.6597,0.0455,0.0086,0.0059,-0.0062,0.0,6.07,25.89,77.43
-7.6323,2.8173,0.13623,0.0016,0.0002,0.0016,-0.0001,5.91,41.72,143.38
-7.6279,5.8876,0.0691,0.0104,0.0084,0.0061,0.0,8.0,24.16,77.05
-7.6279,-5.8876,0.0691,0.0104,0.0084,-0.0061,0.0,8.0,24.16,77.05
-7.5929,13.2523,0.0894,0.0155,0.0154,0.0006,0.0,11.45,34.58,70.9
-7.5914,3.6833,0.0554,0.00162,0.0007,0.0015,0.0,5.88,37.69,144.23
-7.5817,-3.5706,0.06787,0.00193,0.0007,-0.0018,0.0,7.17,37.66,147.67
-7.5192,3.7208,0.0663,0.00212,0.0009,0.0019,0.0,7.66,37.36,144.12
-7.5151,-2.3921,0.22081,0.00197,0.0003,-0.002,-0.0001,7.73,45.72,149.28
-7.5085,2.439,0.21806,0.00173,0.0002,0.0017,-0.0001,5.46,45.52,137.27
-7.5081,13.7103,0.092,0.0143,0.0143,-0.0003,0.0,10.57,35.18,70.56
-7.4694,14.8545,0.0981,0.013,0.013,-0.0012,0.0,9.6,36.7,69.69
-7.4492,-8.5778,0.0486,0.0112,0.0105,-0.004,0.0,7.76,27.34,75.24
-7.4492,8.5778,0.0486,0.0112,0.0105,0.004,0.0,7.76,27.34,75.24
-7.4426,-3.9881,0.0554,0.00205,0.0008,-0.0019,0.0,7.63,37.8,147.76
-7.3733,-3.7503,0.0938,0.00214,0.0009,-0.002,0.0,6.83,36.49,146.97
-7.3711,2.4865,0.26627,0.00185,0.0004,0.0018,-0.0001,6.8,45.25,140.21
-7.364,3.7006,0.10099,0.00201,0.0007,0.0019,-0.0001,6.28,42.11,139.05
-7.3156,-4.5479,0.02698,0.00206,0.0012,-0.0017,0.0,7.59,32.65,150.43
-7.3115,-4.3774,0.04185,0.0022,0.0009,-0.002,-0.0001,8.05,33.29,148.58
-7.3049,-4.5371,0.02955,0.00187,0.0009,-0.0016,0.0,6.88,32.77,149.97
-7.2995,2.7718,0.25536,0.00219,0.0009,0.002,0.0,6.63,45.43,131.96
-7.2826,-4.909,0.00879,0.00238,0.0014,-0.0019,0.0,8.71,27.76,152.8
-7.2743,-3.6143,0.136,0.00203,0.0008,-0.0019,0.0,7.61,41.31,146.31
-7.2736,2.604,0.29167,0.00187,0.0003,0.0018,-0.0001,6.83,49.18,136.18
-7.2437,-5.6506,0.079,0.0087,0.005,-0.0072,0.0,10.19,24.32,96.95
-7.2397,10.4289,0.0799,0.0138,0.0137,0.0016,0.0001,10.4,31.0,73.44
-7.2358,-2.8224,0.27156,0.0022,0.0006,-0.0021,-0.0001,8.23,45.49,142.55
-7.2293,-3.1287,0.22352,0.00191,0.0006,-0.0018,-0.0001,7.43,44.99,148.42
-7.2229,-4.846,0.01516,0.00232,0.0014,-0.0019,0.0,8.57,33.72,149.8
-7.2152,11.6079,0.0843,0.0151,0.0151,0.0003,0.0001,11.3,32.58,72.48
-7.2137,11.9647,0.0857,0.0148,0.0147,0.0006,0.0001,11.07,33.06,72.35
-7.2126,-3.1218,0.22998,0.00203,0.0005,-0.002,-0.0001,7.89,45.06,148.19
-7.1962,-3.6168,0.1588,0.002,0.0006,-0.0019,-0.0001,7.6,41.04,148.97
-7.1785,-8.3393,0.0488,0.0111,0.0101,-0.0046,0.0,7.68,27.61,75.36
-7.1785,8.3393,0.0488,0.0111,0.0101,0.0046,0.0,7.68,27.61,75.36
-7.1729,10.8189,0.0815,0.014,0.0138,0.0022,0.0001,10.54,31.54,73.22
-7.1695,2.8591,0.29169,0.00222,0.0004,0.0022,-0.0002,8.18,49.06,136.77
-7.1668,-2.8175,0.30076,0.00197,0.0004,-0.0019,-0.0002,7.61,49.34,143.68
-7.137,3.0466,0.27205,0.0023,0.0006,0.0022,-0.0002,8.08,45.36,134.28
-7.1244,4.5615,0.05121,0.00259,0.0014,0.0022,0.0,9.39,37.44,144.4
-7.1018,5.3881,0.0029,0.00243,0.0016,0.0018,0.0,8.81,28.76,150.58
-7.077,4.5749,0.05843,0.00247,0.0012,0.0022,0.0,8.85,37.74,142.77
-7.0511,3.2718,0.26564,0.00272,0.0008,0.0026,-0.0002,9.78,45.18,136.86
-6.982,3.1298,0.32088,0.00206,0.0008,0.0019,0.0,6.19,49.14,127.88
-6.9566,3.9719,0.17683,0.00217,0.001,0.0019,0.0,6.5,41.6,133.7
-6.9534,-8.0045,0.0488,0.0111,0.0086,-0.0071,0.0,7.78,27.74,76.23
-6.9534,8.0045,0.0488,0.0111,0.0086,0.0071,0.0,7.78,27.74,76.23
-6.9471,-3.2198,0.31797,0.00247,0.0005,-0.0024,-0.0003,9.42,49.27,141.62
-6.9132,2.9378,0.39046,0.00253,0.0005,0.0025,-0.0003,9.11,48.63,134.4
-6.8861,-5.756,0.00105,0.0028,0.0019,-0.0021,0.0,10.29,28.93,152.47
-6.885,2.4673,0.5055,0.00225,0.0008,0.0021,0.0001,8.11,51.89,131.46
-6.879,2.0231,0.58488,0.00146,0.0004,0.0014,0.0,5.41,54.65,133.38
-6.8743,3.3983,0.31287,0.00267,0.0008,0.0025,-0.0002,9.38,49.17,130.96
-6.7699,-3.6157,0.31195,0.00282,0.0012,-0.0025,0.0,10.4,49.28,137.1
-6.7658,-4.1369,0.20477,0.00225,0.0012,-0.0019,0.0,8.28,45.15,140.37
-6.7498,-5.4708,0.01774,0.00254,0.0018,-0.0018,0.0001,7.98,32.57,147.5
-6.7437,-7.73,0.049,0.0104,0.0093,-0.0046,0.0,7.14,27.92,74.84
-6.7437,7.73,0.049,0.0104,0.0093,0.0046,0.0,7.14,27.92,74.84
-6.6543,5.6176,0.01581,0.00262,0.0018,0.0019,0.0,9.47,33.75,147.2
-6.6285,-11.7576,0.057,0.0143,0.0138,-0.0038,0.0,12.36,10.09,89.51
-6.5977,-11.5033,0.0564,0.0147,0.0144,-0.003,0.0,12.63,9.76,89.38
-6.5731,2.4931,0.68009,0.002,0.0009,0.0018,0.0001,5.74,54.47,118.87
-6.5588,3.2443,0.4969,0.00284,0.0013,0.0025,0.0,9.64,52.13,123.99
-6.5419,3.9831,0.32069,0.00303,0.0016,0.0026,0.0,10.4,49.21,127.89
-6.5287,4.2724,0.2542,0.00304,0.0011,0.0028,-0.0003,9.03,45.6,129.43
-6.5207,3.6351,0.41832,0.00343,0.0014,0.0031,-0.0001,12.05,52.16,128.2
-6.5138,-7.4124,0.0492,0.0098,0.0072,-0.0066,0.0,6.83,28.08,75.91
-6.5138,7.4124,0.0492,0.0098,0.0072,0.0066,0.0,6.83,28.08,75.91
-6.511,-10.8027,0.0548,0.0133,0.0132,-0.002,0.0,11.38,8.94,88.89
-6.4759,-5.0405,0.11185,0.00275,0.0017,-0.0021,0.0,10.13,41.22,144.06
-6.4686,-5.0319,0.11489,0.00284,0.0017,-0.0022,0.0,10.41,41.38,143.0
-6.4676,0.8862,1.0433,0.00138,0.0007,0.0011,0.0004,5.34,58.63,135.63
-6.4528,0.8735,1.05597,0.00164,0.0008,0.0014,0.0005,6.19,58.67,131.84
-6.4494,5.5382,0.0451,0.00321,0.0021,0.0024,0.0,11.43,32.75,144.91
-6.4234,4.0685,0.3456,0.00343,0.0017,0.003,-0.0001,11.88,48.71,128.95
-6.3841,4.7953,0.18205,0.00301,0.0017,0.0025,0.0,10.68,46.01,134.94
-6.3829,-5.4813,0.06335,0.00274,0.0019,-0.002,0.0,9.96,36.94,145.38
-6.3802,-7.49,0.0497,0.0098,0.0085,-0.0048,0.0,7.77,13.41,90.17
-6.3777,-5.4707,0.06567,0.00271,0.0018,-0.002,0.0,9.9,36.71,146.53
-6.3383,-2.0095,0.9488,0.00252,0.0012,-0.0022,0.0004,9.89,59.04,136.83
-6.3046,1.8426,1.00955,0.00265,0.0011,0.0024,0.0003,9.12,58.69,120.8
-6.282,5.6635,0.05243,0.00309,0.0021,0.0023,0.0,9.58,37.89,141.27
-6.2763,2.7796,0.78838,0.00324,0.0016,0.0028,0.0002,10.71,57.06,117.02
-6.272,8.7314,0.0791,0.0142,0.0132,0.0053,0.0001,10.74,29.07,74.26
-6.2503,7.2665,0.0768,0.0125,0.0101,0.0073,0.0001,9.36,26.7,74.46
-6.2503,-7.2665,0.0768,0.0125,0.0101,-0.0073,0.0001,9.36,26.7,74.46
-6.2439,8.4086,0.0797,0.0127,0.0112,0.0059,0.0,9.54,28.62,74.14
-6.2385,-1.6574,1.09859,0.0021,0.0012,-0.0017,0.0006,8.22,60.65,135.06
-6.2339,-5.8971,0.03103,0.00303,0.002,-0.0023,0.0,11.05,32.45,149.42
-6.2284,2.7402,0.83127,0.00312,0.0015,0.0027,0.0002,8.79,56.95,114.28
-6.2267,2.9961,0.75556,0.00332,0.0016,0.0029,0.0002,10.96,57.19,117.16
-6.203,4.2515,0.38512,0.00348,0.0019,0.0029,0.0,11.74,48.96,126.12
-6.1927,3.5087,0.62459,0.00377,0.0019,0.0032,0.0002,12.54,54.64,119.69
-6.1756,-4.7769,0.2531,0.00329,0.002,-0.0026,0.0001,10.22,44.52,136.44
-6.1723,-3.6663,0.58506,0.00382,0.0023,-0.0031,0.0001,13.32,54.92,124.8
-6.1709,-13.9825,0.0645,0.0126,0.0126,-0.0011,0.0,11.07,13.89,90.31
-6.164,1.1652,1.25684,0.00171,0.0008,0.0015,0.0004,6.21,60.03,126.2
-6.1604,1.1678,1.25934,0.00211,0.0011,0.0018,0.0005,7.93,59.93,130.37
-6.1419,-14.5781,0.0666,0.0145,0.0145,-0.0009,0.0,12.75,14.85,90.44
-6.1366,4.9444,0.22505,0.00375,0.0023,0.003,0.0,13.1,45.33,132.89
-6.1287,-7.695,0.0775,0.0102,0.0084,-0.0057,0.0,12.31,24.43,100.86
-6.1248,-7.3434,0.0779,0.0099,0.0077,-0.0062,0.0,11.87,24.14,100.03
-6.1124,-13.6375,0.0634,0.0142,0.014,-0.0021,0.0,12.35,13.41,89.92
-6.1065,9.5408,0.0814,0.0134,0.0107,0.0081,0.0001,10.23,18.63,85.63
-6.0981,3.0565,0.81972,0.00388,0.0021,0.0033,0.0003,12.99,56.76,118.71
-6.0934,-8.4769,0.0767,0.0109,0.0099,-0.0047,0.0,13.48,25.07,102.46
-6.0901,-1.565,1.23739,0.00206,0.0013,-0.0014,0.0008,7.97,59.74,134.78
-6.089,-5.9425,0.0424,0.00339,0.0025,-0.0023,0.0,12.57,37.93,147.08
-6.0809,-5.9229,0.04572,0.00325,0.0022,-0.0024,0.0,11.83,37.93,144.53
-6.0677,-4.1154,0.48838,0.00395,0.0026,-0.003,0.0002,13.67,52.31,126.11
-6.0548,3.4366,0.72666,0.00372,0.0021,0.003,0.0004,12.2,57.27,116.27
-6.0515,-1.993,1.17192,0.00236,0.0013,-0.0019,0.0005,9.38,59.89,138.15
-6.049,6.0151,0.03878,0.00322,0.0022,0.0023,0.0,9.88,33.41,143.18
-6.0477,-2.4238,1.05424,0.00276,0.0016,-0.0022,0.0004,10.33,58.11,132.03
-6.0265,5.7518,0.07949,0.0034,0.0023,0.0025,0.0,12.14,37.02,142.33
-5.9984,5.0856,0.23342,0.00351,0.0023,0.0027,-0.0001,12.2,45.78,132.29
-5.9933,4.9871,0.261,0.00403,0.0025,0.0031,0.0,11.95,45.62,129.31
-5.993,9.3268,0.0812,0.0141,0.0129,0.0057,0.0001,10.87,18.26,86.33
-5.9909,11.9072,0.1007,0.0106,0.0094,0.0048,0.0,13.2,28.52,102.42
-5.9811,12.5421,0.1018,0.0105,0.0102,0.0022,0.0,13.56,29.19,105.77
-5.981,3.4991,0.7499,0.00434,0.0025,0.0035,0.0002,14.31,56.85,116.6
-5.9806,12.2887,0.1013,0.0103,0.0101,0.002,0.0,13.34,28.94,106.01
-5.9783,11.1707,0.0995,0.0106,0.0093,0.0051,0.0,13.18,27.77,101.95
-5.9652,-4.5012,0.4099,0.00395,0.0024,-0.0031,0.0001,13.94,52.57,128.39
-5.9264,-4.8495,0.32269,0.00405,0.0027,-0.0031,0.0001,14.22,49.26,130.5
-5.923,3.8263,0.66161,0.00429,0.0025,0.0035,0.0001,13.98,54.62,117.44
-5.9225,-4.8335,0.32883,0.00419,0.0028,-0.0031,0.0002,14.6,49.22,129.45
-5.9171,-2.3589,1.17303,0.0033,0.0021,-0.0025,0.0008,11.86,60.51,124.14
-5.9124,-2.3603,1.17612,0.00345,0.0021,-0.0027,0.0007,12.31,60.52,123.34
-5.9112,-3.1414,0.91533,0.00399,0.0023,-0.0032,0.0005,14.08,59.15,123.22
-5.9085,-2.7205,1.05882,0.00389,0.0023,-0.0031,0.0007,13.66,58.81,122.82
-5.898,0.6951,1.54716,0.00214,0.0013,0.0014,0.001,7.88,62.72,125.9
-5.8917,0.1059,1.59515,0.00123,0.0009,0.0004,0.0008,4.07,62.6,112.86
-5.8824,1.4511,1.43783,0.00245,0.0014,0.0019,0.0008,8.64,61.51,121.33
-5.8811,8.9583,0.0811,0.0125,0.0103,0.0071,0.0001,9.56,17.88,86.26
-5.8811,-8.9583,0.0811,0.0125,0.0103,-0.0071,0.0001,9.56,17.88,86.26
-5.8782,0.6924,1.56568,0.00167,0.001,0.0011,0.0008,6.45,62.62,131.58
-5.8735,1.245,1.49019,0.00255,0.0014,0.0019,0.0009,8.6,61.41,116.15
-5.8674,-5.7469,0.1081,0.00321,0.0022,-0.0023,0.0,10.07,40.92,140.8
-5.8624,2.9581,1.01163,0.00422,0.0023,0.0035,0.0004,11.59,58.79,110.08
-5.8582,1.8089,1.37478,0.00279,0.0017,0.002,0.001,9.52,61.58,117.35
-5.8523,9.4507,0.0826,0.0131,0.0121,0.0052,0.0001,8.43,33.81,67.81
-5.8476,-4.5682,0.4407,0.00374,0.0023,-0.0029,0.0001,11.53,51.29,129.87
-5.7979,8.6127,0.0819,0.0125,0.0112,0.0055,0.0001,9.68,17.32,87.01
-5.7979,-8.6127,0.0819,0.0125,0.0112,-0.0055,0.0001,9.68,17.32,87.01
-5.7914,6.4334,0.02098,0.00284,0.0021,0.0019,0.0,8.83,33.71,144.42
-5.7846,-9.6495,0.0542,0.0126,0.0121,-0.0035,0.0,8.52,30.16,72.57
-5.7825,5.2373,0.25564,0.00499,0.0028,0.0041,-0.0003,14.81,45.72,129.28
-5.7623,-6.2908,0.03925,0.00341,0.0026,-0.0022,0.0,12.2,33.35,145.23
-5.7601,-9.156,0.0534,0.0162,0.0149,-0.0064,0.0001,13.6,8.46,87.42
-5.7581,1.6719,1.49419,0.00258,0.0016,0.0017,0.001,8.48,62.77,112.36
-5.7543,9.1814,0.0825,0.0131,0.012,0.0053,0.0001,8.42,33.69,67.83
-5.7226,0.4046,1.7347,0.00177,0.0011,0.0009,0.001,6.35,63.51,122.12
-5.6767,5.9744,0.10154,0.00374,0.0026,0.0027,0.0,13.57,41.68,141.08
-5.6601,0.8249,1.7552,0.002,0.0008,0.0017,0.0006,6.43,63.14,125.57
-5.6566,13.2298,0.0956,0.0149,0.014,0.0049,0.0001,10.88,35.08,69.79
-5.6561,6.3055,0.04971,0.00313,0.0024,0.002,0.0,11.36,37.91,144.51
-5.6469,10.1579,0.0866,0.0154,0.0146,0.005,0.0001,11.27,30.97,71.32
-5.6469,5.374,0.25686,0.00407,0.0029,0.0029,0.0,14.15,45.68,132.41
-5.6442,8.2382,0.0823,0.0137,0.0125,0.0056,0.0,10.24,16.86,84.23
-5.6382,8.8357,0.0831,0.0126,0.0115,0.0053,0.0001,8.18,33.67,68.43
-5.6224,2.1085,1.49343,0.0035,0.0022,0.0026,0.0009,11.0,61.45,108.34
-5.609,14.4119,0.0988,0.0147,0.0146,0.0017,0.0,10.8,36.56,69.61
-5.6069,14.0456,0.098,0.0148,0.0147,0.0018,0.0,10.86,36.12,69.81
-5.6006,13.6411,0.0969,0.0151,0.0137,0.0064,0.0001,11.01,35.62,69.3
-5.5917,15.0826,0.1008,0.0141,0.0141,-0.0007,0.0,10.37,37.38,69.33
-5.5855,-6.6993,0.01411,0.00329,0.0026,-0.002,0.0,11.98,33.78,147.49
-5.5667,-9.3583,0.0543,0.0125,0.012,-0.0035,0.0,8.39,30.29,72.47
-5.5467,-6.1791,0.08705,0.00344,0.0026,-0.0022,0.0001,10.64,36.21,142.38
-5.5357,12.0473,0.0933,0.016,0.0154,0.0041,0.0001,11.71,33.62,70.57
-5.5285,11.3825,0.0915,0.0152,0.0141,0.0057,0.0001,11.1,32.72,70.57
-5.5258,11.0016,0.0906,0.0148,0.0143,0.0038,0.0001,10.9,32.21,71.09
-5.5166,11.7441,0.0926,0.0147,0.0142,0.0037,0.0001,10.77,33.21,70.78
-5.5101,3.242,1.15786,0.00489,0.0033,0.0035,0.0007,12.97,60.59,105.26
-5.5101,0.3538,1.94352,0.00187,0.0013,0.0007,0.0012,6.44,63.02,117.55
-5.4996,-5.4546,0.27712,0.00382,0.0027,-0.0027,0.0,13.78,48.4,135.08
-5.4989,-1.3188,1.81414,0.00234,0.0016,-0.0012,0.0012,7.84,62.63,131.39
-5.4989,0.7528,1.91771,0.00255,0.0016,0.0013,0.0014,9.02,63.03,120.69
-5.4944,-1.5404,1.76363,0.00257,0.0018,-0.0013,0.0013,9.9,62.9,131.74
-5.4917,8.5088,0.0843,0.0139,0.012,0.0069,0.0001,9.08,33.29,69.54
-5.4882,2.5966,1.42605,0.0046,0.0032,0.003,0.0014,14.17,61.61,106.22
-5.4787,-1.5323,1.78028,0.00261,0.0017,-0.0017,0.0011,10.27,62.94,134.66
-5.4599,4.6707,0.58163,0.00491,0.0032,0.0037,-0.0001,16.29,55.0,119.1
-5.4535,-2.0607,1.65462,0.00354,0.0025,-0.0022,0.0013,12.92,61.95,125.43
-5.4481,-3.7501,0.97348,0.0042,0.0028,-0.0031,0.0004,12.63,57.84,121.58
-5.4442,6.1522,0.10972,0.00385,0.0029,0.0025,0.0,11.93,42.25,137.84
-5.433,-3.6051,1.04731,0.00524,0.0035,-0.0039,0.0006,17.25,58.83,115.0
-5.4238,-3.6116,1.05035,0.00523,0.0034,-0.004,0.0004,17.21,58.85,114.92
-5.4178,-1.2495,1.9065,0.00266,0.0018,-0.0014,0.0014,9.96,63.22,127.19
-5.4165,-4.1004,0.84028,0.00474,0.0031,-0.0036,0.0003,14.24,55.88,123.02
-5.414,-2.5165,1.51657,0.00381,0.0027,-0.0022,0.0014,13.54,62.26,122.0
-5.4024,-1.7128,1.80365,0.00335,0.0023,-0.0019,0.0016,12.45,63.49,126.2
-5.3866,-4.7374,0.58668,0.00447,0.0031,-0.0032,0.0,13.25,53.66,123.11
-5.384,-0.8225,2.02214,0.00224,0.0015,-0.0008,0.0014,8.3,63.92,125.74
-5.3795,-0.8285,2.02587,0.00206,0.0014,-0.0007,0.0013,7.53,63.93,124.0
-5.3681,8.1185,0.0808,0.0124,0.0111,0.0055,0.0,8.24,33.55,70.3
-5.3674,-4.0215,0.90342,0.00482,0.0031,-0.0037,0.0003,16.01,59.21,115.91
-5.3644,-4.37,0.75558,0.00479,0.0036,-0.0031,0.0007,14.15,56.11,120.85
-5.3636,6.0199,0.15725,0.00383,0.0029,0.0025,0.0,11.67,41.92,135.75
-5.3599,8.9907,0.0855,0.0184,0.0162,0.0087,0.0002,13.43,29.23,71.63
-5.3512,-4.4191,0.74208,0.00535,0.0037,-0.0038,0.0005,17.79,57.36,117.35
-5.3456,0.7433,2.06946,0.00256,0.0017,0.0011,0.0016,8.6,63.56,114.52
-5.3446,2.6483,1.52246,0.00507,0.0034,0.0035,0.0014,16.18,62.61,108.91
-5.3424,-0.3784,2.10779,0.00213,0.0015,-0.0004,0.0015,7.11,63.73,113.27
-5.3397,1.6519,1.87846,0.00353,0.0024,0.0021,0.0017,11.33,63.13,109.53
-5.3271,-0.3713,2.12371,0.00203,0.0014,-0.0004,0.0014,6.75,63.71,112.56
-5.3252,0.0466,2.14631,0.00222,0.0016,0.0003,0.0016,6.16,63.57,94.02
-5.3244,0.05,2.147,0.00221,0.0016,0.0003,0.0016,6.25,63.52,95.99
-5.3062,0.307,2.14953,0.00202,0.0013,0.0008,0.0013,5.75,63.32,110.9
-5.2979,-5.9107,0.20129,0.00393,0.0029,-0.0027,0.0,14.08,44.87,136.96
-5.2915,10.5495,0.0989,0.0118,0.0106,0.0052,0.0,14.55,26.37,102.24
-5.2853,9.4195,0.0972,0.0119,0.0096,0.007,0.0,14.38,25.22,100.19
-5.271,-2.8415,1.50497,0.00437,0.0031,-0.0029,0.0013,15.52,62.31,121.79
-5.2659,-8.6839,0.0541,0.014,0.0128,-0.0056,0.0001,9.48,30.4,72.96
-5.2628,6.1975,0.1376,0.00417,0.0032,0.0027,0.0,14.82,41.39,138.48
-5.2581,-6.6903,0.04306,0.00373,0.0028,-0.0024,0.0,11.56,31.93,145.56
-5.2562,-2.539,1.64033,0.00518,0.0037,-0.0032,0.0018,17.49,62.78,115.26
-5.2394,-8.2593,0.0542,0.0144,0.0123,-0.0075,0.0001,11.99,8.92,86.86
-5.2377,-2.5373,1.65664,0.00476,0.0032,-0.0032,0.0015,16.46,62.72,118.06
-5.2347,2.1344,1.81799,0.00451,0.0028,0.0034,0.0012,12.04,63.39,104.26
-5.2342,1.1081,2.11671,0.00316,0.0021,0.0017,0.0017,10.77,63.58,115.87
-5.2272,-10.0597,0.0564,0.0141,0.0129,-0.0058,0.0,11.94,10.07,87.7
-5.2142,-9.7867,0.056,0.0156,0.0141,-0.0065,0.0001,13.11,9.87,87.47
-5.2084,9.0195,0.0967,0.0114,0.0097,0.0061,0.0,13.89,24.72,100.94
-5.2078,-9.4889,0.0554,0.0138,0.0137,-0.001,0.0,11.52,9.65,86.95
-5.2059,-8.2954,0.0543,0.0147,0.0118,-0.0088,0.0001,12.3,9.0,86.96
-5.1978,-2.1379,1.84933,0.00472,0.0032,-0.003,0.0017,16.62,63.42,119.65
-5.1907,-2.1571,1.84816,0.00515,0.0036,-0.003,0.0021,17.67,63.46,116.56
-5.1863,-3.2259,1.39779,0.00497,0.0035,-0.0035,0.0009,16.78,60.99,116.9
-5.182,3.3176,1.356,0.00572,0.0039,0.0041,0.0009,17.44,61.87,104.91
-5.1762,2.9622,1.53226,0.00555,0.0039,0.0035,0.0017,17.33,62.57,106.55
-5.175,2.0966,1.88564,0.00448,0.003,0.003,0.0015,13.87,63.22,105.75
-5.1586,-9.081,0.0548,0.0145,0.0132,-0.0062,0.0001,12.19,9.48,87.17
-5.1349,-1.7516,2.04365,0.00408,0.0028,-0.002,0.0021,14.73,63.95,122.4
-5.1116,-1.7333,2.07134,0.0038,0.0026,-0.0021,0.0019,14.2,63.89,126.59
-5.1076,-6.2992,0.14317,0.00379,0.003,-0.0024,0.0,13.59,40.78,140.53
-5.107,-8.338,0.0547,0.0121,0.0102,-0.0065,0.0,8.26,30.39,73.65
-5.0761,2.5371,1.79502,0.00528,0.0035,0.0036,0.0016,16.26,63.41,104.93
-5.0709,5.7883,0.3036,0.00459,0.0033,0.0032,0.0,16.06,49.37,130.16
-5.0694,7.212,0.00719,0.00338,0.0028,0.0018,0.0,10.51,28.67,147.95
-5.064,1.4099,2.20723,0.00424,0.0028,0.0023,0.0022,14.31,63.36,114.84
-5.0639,-3.906,1.15041,0.0061,0.0045,-0.004,0.001,19.58,60.61,110.93
-5.0626,2.4722,1.83395,0.00513,0.0033,0.0038,0.0013,13.56,63.35,103.13
-5.0566,-1.3538,2.2293,0.0032,0.0022,-0.0014,0.0018,11.81,64.13,125.03
-5.052,-3.9218,1.15055,0.00629,0.0047,-0.004,0.0012,20.13,60.64,110.54
-5.0091,-3.8059,1.23664,0.00554,0.0041,-0.0036,0.001,18.25,59.58,115.05
-4.9572,5.6925,0.3751,0.00492,0.0036,0.0034,0.0,16.99,49.06,128.76
-4.9385,-6.7592,0.07017,0.00354,0.003,-0.0019,0.0001,12.85,36.52,145.49
-4.9328,-0.2849,2.53146,0.0025,0.0017,-0.0003,0.0018,7.8,63.97,105.72
-4.9267,-1.0454,2.43536,0.00284,0.002,-0.001,0.0018,10.55,63.08,126.97
-4.9243,-0.2732,2.54111,0.00229,0.0016,-0.0003,0.0016,7.21,63.96,106.51
-4.9017,-13.4069,0.0653,0.0139,0.0135,-0.0032,0.0,11.98,14.35,88.73
-4.88,-8.7225,0.0771,0.0118,0.0111,-0.0041,0.0,14.3,23.96,100.86
-4.8717,-8.0652,0.0778,0.0105,0.0096,-0.0043,0.0,12.68,23.22,100.57
-4.8522,-12.6377,0.0632,0.0147,0.0146,-0.0018,0.0001,12.57,13.43,88.32
-4.8496,-0.7457,2.57166,0.00239,0.0016,-0.0006,0.0016,8.76,63.45,124.89
-4.8487,-12.2015,0.0621,0.0143,0.0141,-0.0024,0.0001,12.21,12.89,88.15
-4.8386,6.7889,0.07793,0.00355,0.0028,0.0022,-0.0001,12.79,37.66,143.51
-4.8262,-1.5352,2.40532,0.00345,0.0024,-0.0016,0.0019,13.12,63.11,129.77
-4.802,4.3099,1.1043,0.00642,0.0049,0.0041,0.0007,17.58,60.81,108.54
-4.8006,-0.1054,2.68092,0.00251,0.0017,0.0,0.0018,6.79,63.21,92.33
-4.7939,1.7418,2.37556,0.00497,0.0035,0.0024,0.0026,16.15,63.52,110.4
-4.7901,-4.2839,1.1261,0.00625,0.005,-0.0037,0.0009,20.04,59.76,111.82
-4.7825,-3.7677,1.41523,0.00702,0.0054,-0.0042,0.0016,21.99,61.86,107.49
-4.7809,-7.1631,0.02685,0.00339,0.003,-0.0016,0.0001,12.36,32.37,149.47
-4.7744,-2.6275,2.01972,0.00616,0.0046,-0.0032,0.0027,20.36,64.12,111.9
-4.7587,-2.6055,2.04361,0.00561,0.0041,-0.0033,0.0022,19.03,64.04,114.8
-4.7549,-3.7913,1.42234,0.0068,0.0054,-0.0038,0.0018,21.22,61.8,107.09
-4.7523,-4.5458,1.00374,0.00647,0.0051,-0.0039,0.0007,20.58,58.97,111.09
-4.7439,-7.6196,0.00077,0.00351,0.0032,-0.0014,0.0,11.09,27.54,151.2
-4.7342,1.6066,2.475,0.00469,0.0031,0.0028,0.0022,15.35,63.38,111.56
-4.7191,-1.9497,2.36304,0.00436,0.0031,-0.0024,0.0019,16.04,63.1,125.54
-4.7099,0.3136,2.76117,0.00274,0.0019,0.0007,0.0019,8.82,63.31,109.69
-4.7059,-4.4942,1.05706,0.00712,0.0057,-0.0043,0.0008,22.39,58.79,109.9
-4.6908,0.06,2.79799,0.00337,0.0023,0.0002,0.0024,8.67,63.44,87.32
-4.6875,0.0567,2.80152,0.00315,0.0022,0.0002,0.0023,8.67,63.39,93.52
-4.6736,-0.4348,2.7885,0.00269,0.0019,-0.0004,0.0019,8.76,63.57,110.65
-4.6696,-0.4399,2.79221,0.00273,0.0019,-0.0005,0.0019,9.36,63.57,116.3
-4.6507,-0.8589,2.75914,0.00318,0.0022,-0.001,0.002,11.69,63.67,124.86
-4.6354,-2.3305,2.27787,0.0053,0.0038,-0.0029,0.0022,18.95,63.26,122.05
-4.6313,2.1421,2.36389,0.00595,0.0042,0.0035,0.0024,19.08,63.45,108.93
-4.6275,-1.254,2.68339,0.00392,0.0027,-0.0015,0.0024,14.59,63.86,126.19
